Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-12-2022,24.8,31.4,27.2,85,1.6,8.9,6,250,2,N 
02-12-2022,24.7,29.4,26.7,86,1.6,7.2,6,270,2,W 
03-12-2022,22.4,30.1,27.0,83,13.3,0.1,5,280,2,W 
04-12-2022,24.4,29.7,26.3,91,13.3,5.3,5,180,1,C 
05-12-2022,24.4,30.0,26.6,91,4.0,0.1,6,190,2,E 
06-12-2022,24.6,31.3,26.9,85,0.9,2.9,5,30,2,N 
07-12-2022,24.1,31.6,28.0,85,0.9,7.9,4,300,2,NW
08-12-2022,22.8,29.0,26.5,91,15.6,7.5,4,340,2,N 
09-12-2022,24.2,28.4,25.7,90,1.8,2.4,4,330,2,W 
10-12-2022,24.3,29.8,27.1,82,4.8,2.0,3,230,2,C 
11-12-2022,25.0,27.8,25.9,93,4.8,1.5,4,270,2,C 
12-12-2022,23.9,28.7,26.7,89,24.8,0.1,6,50,2,NE
13-12-2022,24.6,30.3,25.9,94,25.1,0.0,8,70,3,E 
14-12-2022,24.8,28.2,25.8,90,1.0,2.0,5,30,3,N 
15-12-2022,23.9,27.6,25.3,92,35.5,0.5,5,40,3,N 
16-12-2022,24.0,30.5,27.2,86,4.4,0.2,7,40,3,N 
17-12-2022,24.8,30.8,27.3,88,0.0,6.7,6,50,3,N 
18-12-2022,25.2,30.6,27.3,86,0.2,7.8,5,70,2,C 
19-12-2022,24.6,28.4,25.8,90,5.4,4.4,5,40,3,N 
20-12-2022,24.1,30.2,26.9,86,0.4,2.5,5,40,3,N 
21-12-2022,24.7,30.3,27.1,86,0.3,7.7,6,40,3,N 
22-12-2022,25.0,28.4,26.1,86,0.0,7.5,6,320,4,N 
23-12-2022,23.9,30.0,26.3,84,12.4,0.9,9,50,3,N 
24-12-2022,24.4,30.3,27.5,73,1.0,1.0,7,30,5,NE
25-12-2022,25.5,30.7,27.3,78,0.0,8.1,7,20,4,N 
26-12-2022,25.6,29.9,27.5,76,0.0,6.5,8,360,5,N 
27-12-2022,25.6,30.2,27.4,76,0.0,4.5,7,50,3,NE
28-12-2022,24.6,29.4,26.5,82,1.2,4.5,5,30,3,N 
29-12-2022,25.4,29.9,26.7,84,0.2,4.1,7,50,3,N 
30-12-2022,24.0,30.1,27.0,76,16.2,2.6,5,20,3,N 
31-12-2022,23.8,30.8,26.9,82,1.2,4.4,7,360,4,N 
