Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-11-2022,24.4,28.7,27.2,86,4.8,2.7,5,290,2,C 
02-11-2022,24.6,30.9,27.2,87,4.8,0.0,4,220,1,C 
03-11-2022,24.9,31.0,27.2,83,28.4,3.4,4,180,2,S 
04-11-2022,25.2,32.4,27.9,87,0.0,1.5,4,10,2,C 
05-11-2022,22.5,28.0,24.4,95,43.7,2.6,3,280,1,C 
06-11-2022,22.5,29.1,26.1,92,2.5,0.0,6,200,2,N 
07-11-2022,24.2,31.3,26.9,85,6.7,0.0,5,60,2,C 
08-11-2022,24.2,30.4,26.8,90,3.4,2.4,5,60,2,N 
09-11-2022,24.2,28.4,25.6,91,4.0,4.9,3,360,2,N 
10-11-2022,24.6,29.2,26.6,89,11.3,4.9,3,340,2,N 
11-11-2022,22.6,29.9,26.9,89,0.9,1.4,4,250,2,N 
12-11-2022,25.1,30.2,26.0,94,1.8,3.3,4,70,1,C 
13-11-2022,24.2,29.2,26.4,92,14.0,1.5,5,220,2,C 
14-11-2022,23.4,31.0,26.3,89,4.3,2.1,8,280,2,C 
15-11-2022,23.6,31.4,27.4,80,6.2,2.6,5,280,2,NW
16-11-2022,24.6,32.4,27.7,88,6.2,3.1,7,40,3,N 
17-11-2022,23.6,31.2,27.1,85,9.0,7.2,5,280,2,W 
18-11-2022,24.6,31.3,28.6,77,0.0,1.8,6,300,3,N 
19-11-2022,26.4,28.6,26.4,88,0.0,4.3,5,250,2,W 
20-11-2022,23.9,30.6,27.8,80,5.4,0.0,6,280,3,W 
21-11-2022,24.4,32.0,27.9,78,15.9,4.6,6,260,2,W 
22-11-2022,24.8,32.2,29.2,78,2.3,8.4,6,240,3,W 
23-11-2022,24.0,29.6,25.9,89,8.3,10.8,5,250,2,SW
24-11-2022,23.4,32.8,28.5,81,3.6,0.0,7,260,3,W 
25-11-2022,22.8,30.5,27.1,85,31.4,6.6,4,250,2,W 
26-11-2022,24.8,31.5,27.6,88,31.4,1.7,4,60,2,E 
27-11-2022,25.0,28.3,26.2,94,31.4,3.8,4,220,1,C 
28-11-2022,22.8,31.6,27.5,87,7.0,0.0,7,60,3,NE
29-11-2022,25.0,31.2,27.0,89,1.8,9.6,6,50,1,C 
30-11-2022,24.4,32.1,27.5,80,1.0,6.4,7,40,2,N 
