No,Date,Tavg,RH_avg,RR,ff_avg,ss
1161,06/03/2022,26.9,87,37.8,2,8.2
1162,07/03/2022,27.9,84,1.2,4,1.8
1163,08/03/2022,26.7,85,0,3,4.5
1164,09/03/2022,28.4,80,0,4,8.1
1165,10/03/2022,26.8,82,3,4,4.3
1166,11/03/2022,27.8,84,4.4,4,3.6
1167,12/03/2022,27.9,80,0,3,7.1
1168,13/03/2022,27.6,84,0,4,9
1169,14/03/2022,27.9,85,5.3,3,8.7
1170,15/03/2022,26.4,89,5.3,2,6.5
1171,16/03/2022,27.5,81,18.4,2,3.8
1172,17/03/2022,27,89,0,2,5.1
1173,18/03/2022,28.3,82,5.3,2,4.6
1174,19/03/2022,28.1,80,2.3,3,2.2
1175,20/03/2022,26.5,83,0.2,2,7.4
1176,21/03/2022,27.5,78,3.1,1,3.7
1177,22/03/2022,28.1,90,0,2,6.4
1178,23/03/2022,28.7,84,2.5,2,2.7
1179,24/03/2022,28.9,85,0,4,6.3
1180,25/03/2022,29.8,76,0,4,8.8
1181,26/03/2022,29,84,5.3,2,10.1
1182,27/03/2022,27.9,83,0,2,7.8
1183,28/03/2022,28.1,86,0,3,7.5
1184,29/03/2022,28.4,82,0.9,3,7.2
1185,30/03/2022,29.1,81,5.3,3,7.5
1186,31/03/2022,27.6,83,5.3,2,9.8
1187,01/04/2022,28.8,80,12.2,2,3
1188,02/04/2022,28.1,82,0,1,8.1
1189,03/04/2022,26.4,86,2,2,2.8
1190,04/04/2022,27.9,80,2,2,2.5
1191,05/04/2022,27.6,84,0,2,5.7
1192,06/04/2022,27.6,82,12.2,2,2.6
1193,07/04/2022,25.6,90,9.2,1,7.5
1194,08/04/2022,27.8,81,36.8,3,0
1195,09/04/2022,25.1,90,31.5,1,3.9
1196,10/04/2022,26.8,87,3.8,1,0.3
1197,11/04/2022,26.2,91,0,1,5
1198,12/04/2022,26.9,90,16.3,1,4.2
1199,13/04/2022,26.6,90,7.5,2,4.2
1200,14/04/2022,27.5,85,61,2,2.6
1201,15/04/2022,28.3,86,12.2,2,7.8
1202,16/04/2022,27.8,82,34.8,2,3.3
1203,17/04/2022,29.4,82,1,3,3.7
1204,18/04/2022,27.1,86,50.7,2,7.1
1205,19/04/2022,27.3,87,0.9,2,1.7
1206,20/04/2022,28.1,84,0.2,2,4.5
1207,21/04/2022,26.6,89,12.2,1,2
1208,22/04/2022,27.6,84,12.5,4,0
1209,23/04/2022,29.3,82,0,2,8.7
1210,24/04/2022,28.6,85,2.5,2,8.9
1211,25/04/2022,28.1,86,12.2,1,4.5
1212,26/04/2022,27.5,88,2.1,1,6.7
1213,27/04/2022,26.9,94,12.2,2,2.4
1214,28/04/2022,28.6,86,8.5,2,1.2
1215,29/04/2022,27.5,90,0,2,5.4
1216,30/04/2022,28.1,82,10.9,2,6
1217,01/05/2022,28.8,86,6.1,2,3.8
1218,02/05/2022,27.6,85,1.3,4,2
1219,03/05/2022,26.8,86,28.9,2,0
1220,04/05/2022,27.7,84,2.7,2,5.6
1221,05/05/2022,28.3,87,3.6,2,0
1222,06/05/2022,29,81,0.3,2,3.1
1223,07/05/2022,27.5,94,6.1,2,8.7
1224,08/05/2022,27.4,88,16.8,3,3.4
1225,09/05/2022,29.9,81,0.2,4,2.1
1226,10/05/2022,30,82,0,3,8.4
1227,11/05/2022,27,88,6.1,1,10.1
1228,12/05/2022,29.3,77,2.7,3,0
1229,13/05/2022,29.1,82,0,3,10.9
1230,14/05/2022,29.8,82,0,2,6.8
1231,15/05/2022,29.3,84,6.1,2,7.8
1232,16/05/2022,28.2,83,13.5,2,7.9
1233,17/05/2022,29.3,81,6.1,2,4.4
1234,18/05/2022,29.7,79,0,2,10
1235,19/05/2022,27.7,91,0,1,8.5
1236,20/05/2022,26.2,92,30,1,1.7
1237,21/05/2022,28.2,87,18,2,2.1
1238,22/05/2022,29.4,79,0,2,6.8
1239,23/05/2022,29.5,83,0,2,9.6
1240,24/05/2022,29.6,82,18.5,2,6.6
1241,25/05/2022,28.1,86,0.7,2,5.3
1242,26/05/2022,28.4,79,12.6,2,5.2
1243,27/05/2022,29,80,0,2,5.2
1244,28/05/2022,28.3,74,2.7,2,7.1
1245,29/05/2022,29.5,76,0,2,6.3
1246,30/05/2022,29.5,78,6.1,2,10.1
1247,31/05/2022,29.1,82,0,1,7.9
1248,01/06/2022,28.8,85,0,1,6.8
1249,02/06/2022,27,92,12,2,3.6
1250,03/06/2022,28.1,86,4.4,1,1.3
1251,04/06/2022,28.3,84,7,2,1
1252,05/06/2022,27.2,86,2.4,2,5.8
1253,06/06/2022,27.7,84,0.9,2,5.7
1254,07/06/2022,26.6,88,0,1,6.8
1255,08/06/2022,27.2,85,9,2,0.5
1256,09/06/2022,27,89,53.1,2,8.1
1257,10/06/2022,27.8,82,0,2,0
1258,11/06/2022,26.5,88,13.6,2,6.2
1259,12/06/2022,26.5,88,42.7,2,3.9
1260,13/06/2022,27.2,88,1.3,1,0
1261,14/06/2022,28.3,80,0.2,2,2.9
1262,15/06/2022,27,86,1.1,2,5.7
1263,16/06/2022,24.5,94,6.5,2,5.9
1264,17/06/2022,27.2,85,123.1,1,1.8
1265,18/06/2022,27.3,85,0,1,0.2
1266,19/06/2022,26.7,90,1.7,1,0.8
1267,20/06/2022,25.5,93,3.2,2,2.7
1268,21/06/2022,25.5,94,33.4,2,0
1269,22/06/2022,26.2,88,12.5,2,0.4
1270,23/06/2022,26.4,90,13.6,2,1.5
1271,24/06/2022,26.8,84,38.8,2,4.8
1272,25/06/2022,26.1,90,0,2,4.6
1273,26/06/2022,28,84,4,2,0.6
1274,27/06/2022,27.6,85,13.6,2,5.7
1275,28/06/2022,27,88,0,2,6.1
1276,29/06/2022,27.9,84,0.9,4,3
1277,30/06/2022,26.1,88,10.4,3,6.2
1278,01/07/2022,28.2,82,0.3,2,0
1279,02/07/2022,28.3,78,9.4,2,7.2
1280,03/07/2022,27.9,82,2.4,2,3.5
1281,04/07/2022,28.2,86,9.4,2,4.9
1282,05/07/2022,25.6,94,0,2,6.1
1283,06/07/2022,28.2,85,34.1,2,2.8
1284,07/07/2022,28.9,79,9.4,3,0.1
1285,08/07/2022,27,83,14.8,3,9.9
1286,09/07/2022,28.7,82,9.4,2,3
1287,10/07/2022,27.4,84,9.4,2,5.1
1288,11/07/2022,27.3,84,0,2,3.3
1289,12/07/2022,27.8,81,9.4,2,1.8
1290,13/07/2022,27.7,86,9.4,2,6.2
1291,14/07/2022,28.8,84,9.4,2,0.2
1292,15/07/2022,28.8,85,3.2,3,2.8
1293,16/07/2022,29.2,78,0,4,5.3
1294,17/07/2022,29.5,80,0,3,10.4
1295,18/07/2022,29.3,83,9.4,3,9.6
1296,19/07/2022,29.4,82,9.4,4,5.4
1297,20/07/2022,28.3,80,9.4,2,10.5
1298,21/07/2022,27.7,88,4.6,2,3
1299,22/07/2022,28,83,9.4,2,6.6
1300,23/07/2022,27.8,87,9.4,1,2.3
1301,24/07/2022,26.9,89,9.4,2,5
1302,25/07/2022,26.1,89,22.9,2,4
1303,26/07/2022,25.9,90,44.2,2,3.5
1304,27/07/2022,28.1,83,0.6,3,0.3
1305,28/07/2022,29.2,83,12.5,3,6.8
1306,29/07/2022,28.1,84,3.7,3,7.4
1307,30/07/2022,28.2,82,6.8,4,5.7
1308,31/07/2022,28.9,78,9.4,3,7.8
1309,01/08/2022,27.9,86,0,2,7.1
1310,02/08/2022,26.5,91,2.4,2,5.2
1311,03/08/2022,27.2,83,10.5,3,3.8
1312,04/08/2022,26.6,86,0,2,3.6
1313,05/08/2022,27.1,83,1,2,0.8
1314,06/08/2022,27.5,79,9.5,3,0
1315,07/08/2022,28.3,80,9.5,3,5.3
1316,08/08/2022,29.1,79,9.5,3,6.7
1317,09/08/2022,28.3,81,9.5,3,6.5
1318,10/08/2022,28.3,82,9.5,3,7
1319,11/08/2022,29.1,81,9.5,3,7
1320,12/08/2022,28.5,82,9.5,2,9.9
1321,13/08/2022,26.9,85,9.5,2,6
1322,14/08/2022,27.7,85,0.2,2,2.4
1323,15/08/2022,28,83,9.5,2,8.7
1324,16/08/2022,26.4,86,3.3,1,5.8
1325,17/08/2022,27.9,86,1.8,3,0.9
1326,18/08/2022,28.9,80,2.3,4,8
1327,19/08/2022,27.5,87,0.2,2,6.1
1328,20/08/2022,27,85,2.5,2,3.3
1329,21/08/2022,26.1,88,0.2,3,3.8
1330,22/08/2022,27.5,82,0.2,3,1.5
1331,23/08/2022,26.4,92,9.5,2,6.9
1332,24/08/2022,27.6,86,22.5,3,2.6
1333,25/08/2022,26.6,90,9.1,3,5.3
1334,26/08/2022,25.3,94,44.5,1,1
1335,27/08/2022,26.2,92,9.2,2,0
1336,28/08/2022,26.2,90,62.9,1,1.4
1337,29/08/2022,26.6,87,1.1,1,2.2
1338,30/08/2022,26,92,20.4,2,2.6
1339,31/08/2022,27.5,86,5.1,2,0.6
1340,01/09/2022,27.3,85,0,1,4.1
1341,02/09/2022,25.7,92,10.3,2,8
1342,03/09/2022,27.2,88,17.7,3,2.2
1343,04/09/2022,26.5,92,10.3,2,4.9
1344,05/09/2022,26.6,92,7.3,2,0.9
1345,06/09/2022,26.5,90,7.1,2,3
1346,07/09/2022,25,88,6.8,2,6.8
1347,08/09/2022,27.2,83,16.7,1,0.7
1348,09/09/2022,25.7,94,3.1,1,0.5
1349,10/09/2022,27.7,81,33.8,3,2
1350,11/09/2022,28.1,81,10.3,1,6.4
1351,12/09/2022,27.9,78,0.9,1,2
1352,13/09/2022,25.5,96,10.3,2,7.4
1353,14/09/2022,25.3,91,22.6,3,2.2
1354,15/09/2022,27.1,84,8.5,1,1.3
1355,16/09/2022,27.7,82,10.3,2,3.7
1356,17/09/2022,27.4,89,10.3,2,4.7
1357,18/09/2022,25.5,94,11.2,2,2.3
1358,19/09/2022,26.7,87,34.8,2,0
1359,20/09/2022,27,86,0,1,0.7
1360,21/09/2022,27.4,87,0,2,0
1361,22/09/2022,25.7,86,10.3,2,8
1362,23/09/2022,27.6,80,4.8,2,0.1
1363,24/09/2022,27.6,87,0,2,3.3
1364,25/09/2022,26.5,87,33.7,2,4.5
1365,26/09/2022,27.6,85,17.2,2,2.6
1366,27/09/2022,27.8,84,0,2,0.1
1367,28/09/2022,27.5,84,10.3,2,2.2
1368,29/09/2022,27.8,80,1,1,5
1369,30/09/2022,28.5,84,0,1,3.1
1370,01/10/2022,27.4,88,0.5,2,4.9
1371,02/10/2022,26.7,86,14.5,2,5.4
1372,03/10/2022,26.1,92,0,1,5.4
1373,04/10/2022,26.4,87,5.2,2,2.2
1374,05/10/2022,26.2,88,36.5,2,0.7
1375,06/10/2022,26.1,92,3.4,2,0.8
1376,07/10/2022,25.1,95,34.9,2,1.7
1377,08/10/2022,26.3,88,33.3,2,0.3
1378,09/10/2022,27.6,81,10.6,3,1.7
1379,10/10/2022,25.7,86,4.3,2,1.8
1380,11/10/2022,26.1,90,0.4,2,0.2
1381,12/10/2022,25.9,84,24.1,2,6.6
1382,13/10/2022,27.9,78,0,2,0
1383,14/10/2022,27.3,84,0,2,7.5
1384,15/10/2022,28.3,79,2,3,3.8
1385,16/10/2022,26.5,86,11.4,2,7.6
1386,17/10/2022,26.9,86,21.6,1,1
1387,18/10/2022,28.5,80,4,2,5.3
1388,19/10/2022,28.1,85,10.6,2,3.4
1389,20/10/2022,28.8,82,0,2,2.1
1390,21/10/2022,26,93,1.8,1,6.7
1391,22/10/2022,26.8,92,48.2,2,0.5
1392,23/10/2022,26.9,84,3.4,2,4.5
1393,24/10/2022,27.2,84,5.1,2,0.1
1394,25/10/2022,27.2,86,1.1,2,0.7
1395,26/10/2022,26.3,88,12.9,2,2.3
1396,27/10/2022,28,78,6.9,3,0.4
1397,28/10/2022,28.9,74,0,2,8.1
1398,29/10/2022,27.9,80,10.6,2,6.3
1399,30/10/2022,27.6,84,0,3,3.4
1400,31/10/2022,27.2,83,21.3,2,1.7
1401,01/11/2022,27.2,86,8.7,2,2.7
1402,02/11/2022,27.2,87,4.8,1,0
1403,03/11/2022,27.2,83,28.4,2,3.4
1404,04/11/2022,27.9,87,0,2,1.5
1405,05/11/2022,24.4,95,43.7,1,2.6
1406,06/11/2022,26.1,92,2.5,2,0
1407,07/11/2022,26.9,85,6.7,2,0
1408,08/11/2022,26.8,90,3.4,2,2.4
1409,09/11/2022,25.6,91,4,2,4.9
1410,10/11/2022,26.6,89,11.3,2,4.9
1411,11/11/2022,26.9,89,0.9,2,1.4
1412,12/11/2022,26,94,1.8,1,3.3
1413,13/11/2022,26.4,92,14,2,1.5
1414,14/11/2022,26.3,89,4.3,2,2.1
1415,15/11/2022,27.4,80,6.2,2,2.6
1416,16/11/2022,27.7,88,8.7,3,3.1
1417,17/11/2022,27.1,85,9,2,7.2
1418,18/11/2022,28.6,77,0,3,1.8
1419,19/11/2022,26.4,88,8.7,2,4.3
1420,20/11/2022,27.8,80,5.4,3,0
1421,21/11/2022,27.9,78,15.9,2,4.6
1422,22/11/2022,29.2,78,2.3,3,8.4
1423,23/11/2022,25.9,89,8.3,2,10.8
1424,24/11/2022,28.5,81,3.6,3,0
1425,25/11/2022,27.1,85,31.4,2,6.6
1426,26/11/2022,27.6,88,8.7,2,1.7
1427,27/11/2022,26.2,94,8.7,1,3.8
1428,28/11/2022,27.5,87,7,3,0
1429,29/11/2022,27,89,1.8,1,9.6
1430,30/11/2022,27.5,80,1,2,6.4
1431,01/12/2022,27.2,85,6.6,2,8.9
1432,02/12/2022,26.7,86,1.6,2,7.2
1433,03/12/2022,27,83,13.3,2,0.1
1434,04/12/2022,26.3,91,13.3,1,5.3
1435,05/12/2022,26.6,91,4,2,0.1
1436,06/12/2022,26.9,85,0.9,2,2.9
1437,07/12/2022,28,85,6.6,2,7.9
1438,08/12/2022,26.5,91,15.6,2,7.5
1439,09/12/2022,25.7,90,1.8,2,2.4
1440,10/12/2022,27.1,82,4.8,2,2
1441,11/12/2022,25.9,93,6.6,2,1.5
1442,12/12/2022,26.7,89,24.8,2,0.1
1443,13/12/2022,25.9,94,25.1,3,0
1444,14/12/2022,25.8,90,1,3,2
1445,15/12/2022,25.3,92,35.5,3,0.5
1446,16/12/2022,27.2,86,4.4,3,0.2
1447,17/12/2022,27.3,88,0,3,6.7
1448,18/12/2022,27.3,86,0.2,2,7.8
1449,19/12/2022,25.8,90,5.4,3,4.4
1450,20/12/2022,26.9,86,0.4,3,2.5
1451,21/12/2022,27.1,86,0.3,3,7.7
1452,22/12/2022,26.1,86,0,4,7.5
1453,23/12/2022,26.3,84,12.4,3,0.9
1454,24/12/2022,27.5,73,1,5,1
1455,25/12/2022,27.3,78,0,4,8.1
1456,26/12/2022,27.5,76,0,5,6.5
1457,27/12/2022,27.4,76,0,3,4.5
1458,28/12/2022,26.5,82,1.2,3,4.5
1459,29/12/2022,26.7,84,0.2,3,4.1
1460,30/12/2022,27,76,16.2,3,2.6
1461,31/12/2022,26.9,82,1.2,4,4.4
1462,01/01/2023,27.2,79,0.8,3,4
1463,02/01/2023,27.4,79,0,3,2.9
1464,03/01/2023,27.3,83,0,3,3.6
1465,04/01/2023,26.2,84,3.5,3,5.8
1466,05/01/2023,27.1,86,15.1,2,0
1467,06/01/2023,28,79,2.2,2,5.6
1468,07/01/2023,27.4,78,1.8,2,7.3
1469,08/01/2023,28.3,76,0,3,6.1
1470,09/01/2023,27.9,82,15.1,2,9.5
1471,10/01/2023,26.7,92,0,2,5
1472,11/01/2023,24.9,92,12,1,2.7
1473,12/01/2023,26.6,84,2.4,2,1.3
1474,13/01/2023,27.8,82,0,2,6.1
1475,14/01/2023,27.3,85,15.1,2,7
1476,15/01/2023,27.7,81,15.1,2,3.7
1477,16/01/2023,27.3,82,2.4,4,5
1478,17/01/2023,28.3,70,0,4,5.4
1479,18/01/2023,27.1,84,0,4,9.4
1480,19/01/2023,25.8,88,15.1,3,7.6
1481,20/01/2023,25.5,94,16.8,3,4
1482,21/01/2023,26.9,86,47.4,4,2.3
1483,22/01/2023,27,87,15.1,4,9.4
1484,23/01/2023,25,98,25.3,2,7.4
1485,24/01/2023,24.3,99,57.6,2,0
1486,25/01/2023,24.4,94,14.3,3,0
1487,26/01/2023,24.7,93,148.8,3,0
1488,27/01/2023,26.6,85,0.5,4,0
1489,28/01/2023,24.5,93,5,4,2.5
1490,29/01/2023,24.5,92,32.6,5,0
1491,30/01/2023,25.8,89,2.6,5,0
1492,31/01/2023,24.8,94,0.9,3,1.4
1493,01/02/2023,26.3,86,13.4,4,0
1494,02/02/2023,26.1,91,0,2,5.3
1495,03/02/2023,25.9,92,14.6,3,5.1
1496,04/02/2023,24.5,96,18.7,2,5.4
1497,05/02/2023,25.8,92,25,2,0.7
1498,06/02/2023,27.1,82,24.2,2,6
1499,07/02/2023,27.2,84,11.6,4,5.3
1500,08/02/2023,27.3,87,0,4,4.7
1501,09/02/2023,27.1,84,11.6,3,5.4
1502,10/02/2023,26.4,85,11.6,3,4.6
1503,11/02/2023,27.4,86,29.6,3,5.3
1504,12/02/2023,24.5,96,3.7,2,4.5
1505,13/02/2023,26.8,87,23,3,0.7
1506,14/02/2023,26.3,88,11.6,3,4.5
1507,15/02/2023,26.1,89,62.9,4,5.5
1508,16/02/2023,26.5,82,24.2,4,0.9
1509,17/02/2023,29.1,69,0,5,9
1510,18/02/2023,27.5,83,0,5,7.7
1511,19/02/2023,27.5,81,11.6,5,9.7
1512,20/02/2023,27.5,79,0,4,8.8
1513,21/02/2023,27.6,78,0,5,3.7
1514,22/02/2023,27.8,78,11.6,5,9
1515,23/02/2023,27.8,76,11.6,4,4.8
1516,24/02/2023,27.8,73,0,4,4.3
1517,25/02/2023,27.3,78,0,5,7.6
1518,26/02/2023,27.9,76,0,5,5.3
1519,27/02/2023,27,84,0.4,5,5.4
1520,28/02/2023,25.5,94,3.3,3,3.1
1521,01/03/2023,24,96,298.4,2,0
1522,02/03/2023,24.5,94,5.4,3,0
1523,03/03/2023,24.3,98,40.8,2,3
1524,04/03/2023,24.1,95,99.2,3,3
1525,05/03/2023,24.9,93,29.1,3,0
1526,06/03/2023,25,90,6.1,4,0
1527,07/03/2023,25.5,90,2.5,4,2.3
1528,08/03/2023,27.1,84,10.6,5,1.2
1529,09/03/2023,27.4,83,0,5,7.8
1530,10/03/2023,27.3,83,0,6,9.6
1531,11/03/2023,27.5,84,5.1,5,2
1532,12/03/2023,27.1,86,0,5,5.7
1533,13/03/2023,27.6,78,0,5,9.7
1534,14/03/2023,26.8,80,0,5,5
1535,15/03/2023,27,76,0,5,7.1
1536,16/03/2023,27.5,84,0,5,6.1
1537,17/03/2023,27.8,84,0,6,10
1538,18/03/2023,27.7,80,0,5,9.8
1539,19/03/2023,28.2,80,21,4,9.8
1540,20/03/2023,28.3,81,21,5,3
1541,21/03/2023,26.5,84,0.1,3,8
1542,22/03/2023,28.3,86,0,3,7.1
1543,23/03/2023,27.8,88,0,3,8.5
1544,24/03/2023,28.1,83,0,3,9.7
1545,25/03/2023,25.8,96,0,2,8.8
1546,26/03/2023,27.7,84,49.7,2,2.5
1547,27/03/2023,25.9,96,21,2,5.9
1548,28/03/2023,28,83,20.4,3,0
1549,29/03/2023,28.2,81,21,4,10.2
1550,30/03/2023,28.6,78,0,3,9
1551,31/03/2023,27.7,83,0,3,9
1552,01/04/2023,28.1,84,5.01,2,5.2
1553,02/04/2023,28.1,84,5.01,2,4.1
1554,03/04/2023,25,94,14.7,2,4.2
1555,04/04/2023,28.5,77,7.4,2,0
1556,05/04/2023,27.7,86,0,2,9.6
1557,06/04/2023,27.8,81,0.9,2,0
1558,07/04/2023,26.5,82,0,2,1.9
1559,08/04/2023,27.6,86,0,3,0.3
1560,09/04/2023,29.1,82,0.2,4,6.3
1561,10/04/2023,28.3,81,0,3,9.7
1562,11/04/2023,28.6,80,0,3,10
1563,12/04/2023,28.6,80,0,2,8.8
1564,13/04/2023,28.9,85,0,2,4.7
1565,14/04/2023,29,85,1,3,5.1
1566,15/04/2023,27.9,86,0,2,7.6
1567,16/04/2023,28.7,86,7.1,3,5.4
1568,17/04/2023,28.1,84,5.01,2,2.6
1569,18/04/2023,29.8,77,5.01,3,5.5
1570,19/04/2023,28.6,82,0,2,9.4
1571,20/04/2023,27.5,85,0.2,2,3.8
1572,21/04/2023,28.4,81,24.2,2,2.2
1573,22/04/2023,28.2,83,21.5,2,3.5
1574,23/04/2023,27.1,92,5.01,2,5.4
1575,24/04/2023,28.6,83,38,3,4.6
1576,25/04/2023,28.4,84,8.3,2,7.3
1577,26/04/2023,28.8,83,0.8,2,5.1
1578,27/04/2023,28.2,86,0.9,2,10.1
1579,28/04/2023,28.6,83,0.2,2,6.8
1580,29/04/2023,29.1,78,0,2,6.3
1581,30/04/2023,28.8,82,0,2,8.6
1582,01/05/2023,29.4,79,0,3,6.1
1583,02/05/2023,29.4,80,8.7,3,8.7
1584,03/05/2023,29.7,80,8.7,2,10
1585,04/05/2023,28.6,86,10,2,9.1
1586,05/05/2023,27.6,90,0,2,4.6
1587,06/05/2023,28.1,84,56,3,5
1588,07/05/2023,27.2,88,5,3,4.7
1589,08/05/2023,29.2,77,0.2,3,1.3
1590,09/05/2023,29.3,78,3.1,3,6.9
1591,10/05/2023,30.1,79,0,3,6.3
1592,11/05/2023,29.9,81,0,3,8.3
1593,12/05/2023,29.6,79,0,2,6.7
1594,13/05/2023,29.9,77,8.7,2,11.5
1595,14/05/2023,29.7,78,0,2,9.9
1596,15/05/2023,27,90,0.2,2,7.1
1597,16/05/2023,26.8,92,44.6,2,5.3
1598,17/05/2023,26.6,93,49.8,1,1.5
1599,18/05/2023,28.9,81,34.4,2,5.3
1600,19/05/2023,28.5,79,0,2,9
1601,20/05/2023,29.4,78,0,3,5.1
1602,21/05/2023,25.2,95,0,1,6.1
1603,22/05/2023,29.1,80,15.8,2,0.4
1604,23/05/2023,28,80,0,2,9.3
1605,24/05/2023,29.9,72,0.5,3,5.9
1606,25/05/2023,29.9,76,0,3,5.5
1607,26/05/2023,27.7,86,8.7,2,5.7
1608,27/05/2023,28.2,87,0.7,2,0
1609,28/05/2023,28.4,83,1,3,3.6
1610,29/05/2023,29,78,15.1,3,2.3
1611,30/05/2023,28.8,80,0,3,7.8
1612,31/05/2023,29.8,79,0.9,3,5
1613,01/06/2023,25,94,9.6,3,4.8
1614,02/06/2023,28.7,83,69.3,2,0
1615,03/06/2023,28,88,0,1,3.8
1616,04/06/2023,27.2,90,8.3,2,3.8
1617,05/06/2023,28.4,80,1,2,1.8
1618,06/06/2023,27.5,86,9.6,2,4
1619,07/06/2023,27.9,85,6,2,0
1620,08/06/2023,28.6,84,1.1,3,1.8
1621,09/06/2023,29.2,81,0,3,1.8
1622,10/06/2023,28.8,80,0,2,1.7
1623,11/06/2023,27.1,85,13.5,2,2.7
1624,12/06/2023,26.7,94,31.3,3,3.2
1625,13/06/2023,26.4,92,25.2,2,1.2
1626,14/06/2023,27.4,90,2.8,2,3.1
1627,15/06/2023,28.5,84,0.4,2,2.4
1628,16/06/2023,28.9,84,8.2,3,7.3
1629,17/06/2023,29.5,80,9.6,3,8.7
1630,18/06/2023,28,87,0,2,9.6
1631,19/06/2023,28.4,84,11.5,2,4.7
1632,20/06/2023,28.9,83,0,2,8.3
1633,21/06/2023,28.9,82,9.6,3,3.8
1634,22/06/2023,29.9,76,9.6,3,6.6
1635,23/06/2023,29.7,79,0,2,11
1636,24/06/2023,28.4,82,9.6,2,10
1637,25/06/2023,28.3,82,0.1,2,4.8
1638,26/06/2023,27.1,86,2.7,2,3.5
1639,27/06/2023,27.3,89,9.6,2,1
1640,28/06/2023,27.4,89,5.8,2,4
1641,29/06/2023,29.2,80,24.5,3,3.4
1642,30/06/2023,27.8,86,9.6,2,7.7
1643,01/07/2023,26.8,83,14.2,3,0.4
1644,02/07/2023,28.5,81,0.3,2,1.2
1645,03/07/2023,28.9,82,6.2,2,2.5
1646,04/07/2023,28.8,82,0.3,2,4
1647,05/07/2023,29,78,0,2,8
1648,06/07/2023,27.3,87,2.9,1,7.3
1649,07/07/2023,27.7,82,2.6,2,0
1650,08/07/2023,28,84,6.2,3,6
1651,09/07/2023,27.4,88,0,1,5.7
1652,10/07/2023,27.7,85,4.8,2,4.2
1653,11/07/2023,24.5,96,4.8,2,5.4
1654,12/07/2023,27.7,83,14,2,0
1655,13/07/2023,28.6,81,0,2,8.7
1656,14/07/2023,25.6,96,0,1,10
1657,15/07/2023,27.6,83,40.3,2,0.7
1658,16/07/2023,28.6,83,6.2,3,5.5
1659,17/07/2023,28.6,81,0,3,7.5
1660,18/07/2023,27.6,88,0.8,2,4.8
1661,19/07/2023,28.1,86,41.8,2,0.6
1662,20/07/2023,25.8,93,0.8,2,1.4
1663,21/07/2023,28.4,83,16.4,3,0
1664,22/07/2023,28.9,82,6.2,4,2.2
1665,23/07/2023,29.2,78,6.2,2,9.8
1666,24/07/2023,27.9,80,0,3,2.6
1667,25/07/2023,29.1,77,0,3,8.7
1668,26/07/2023,29.8,77,6.2,4,10.4
1669,27/07/2023,30,78,6.2,4,9.2
1670,28/07/2023,29.7,77,0,4,8.9
1671,29/07/2023,29.5,74,0,5,7.4
1672,30/07/2023,29.2,74,0,6,8.6
1673,31/07/2023,29.3,70,6.2,4,9.4
1674,01/08/2023,28.4,78,9,3,5.4
1675,02/08/2023,28.8,83,9,4,5.7
1676,03/08/2023,26.5,88,0,2,5.5
1677,04/08/2023,28.3,83,11.3,3,0
1678,05/08/2023,29.1,83,9,4,7.3
1679,06/08/2023,28.4,84,13.6,3,8.3
1680,07/08/2023,28.5,84,0,3,10.6
1681,08/08/2023,29.5,78,0,4,10.5
1682,09/08/2023,29,80,0,4,8
1683,10/08/2023,29.1,76,9,3,10.1
1684,11/08/2023,28.7,83,9,4,9.3
1685,12/08/2023,28.6,82,0,4,8.8
1686,13/08/2023,28.7,80,12.7,4,7.3
1687,14/08/2023,27.9,84,2.8,3,4
1688,15/08/2023,26.6,89,84.2,2,2
1689,16/08/2023,28.3,86,5.8,3,2.8
1690,17/08/2023,28.7,83,0,2,5.5
1691,18/08/2023,26.9,89,9,2,4.6
1692,19/08/2023,26.9,90,9,2,0.5
1693,20/08/2023,28.2,84,9,3,1.8
1694,21/08/2023,26.6,89,2.2,2,7.6
1695,22/08/2023,29,76,11.2,4,3.6
1696,23/08/2023,28.6,82,9,4,7.1
1697,24/08/2023,28.6,83,0,2,8
1698,25/08/2023,26.6,92,3,2,6.4
1699,26/08/2023,27.6,87,11.3,2,4.8
1700,27/08/2023,27.4,87,0.2,2,3.2
1701,28/08/2023,27.9,86,9,3,8.9
1702,29/08/2023,28.1,86,0,3,4.7
1703,30/08/2023,27,91,19.1,2,4.7
1704,31/08/2023,28.7,80,12.2,4,1.6
1705,01/09/2023,28.7,78,0,3,7.2
1706,02/09/2023,29.1,80,0,3,8.1
1707,03/09/2023,29.4,70,0,5,8
1708,04/09/2023,29,78,0,4,6.1
1709,05/09/2023,29,76,3.8,4,5.8
1710,06/09/2023,27.9,89,0,2,2.4
1711,07/09/2023,27.7,84,18.4,2,1.4
1712,08/09/2023,29.6,78,0.2,3,4.7
1713,09/09/2023,27.3,87,0,1,7.8
1714,10/09/2023,26.3,92,1,1,3.6
1715,11/09/2023,28,84,31,3,3.7
1716,12/09/2023,29.2,82,3.8,3,5.5
1717,13/09/2023,29.4,81,0,3,4.1
1718,14/09/2023,29,76,0,3,5.1
1719,15/09/2023,29.3,77,3.8,4,9.3
1720,16/09/2023,29.6,79,0,4,8
1721,17/09/2023,28.8,85,3.8,2,6.2
1722,18/09/2023,27.4,86,4.2,3,3.2
1723,19/09/2023,28.4,82,0,2,4.4
1724,20/09/2023,27,88,3.8,2,6.9
