Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-01-2010,25,31.4,27.1,85,0.0,7.3,6,45,2,NE
02-01-2010,25,30.8,26.9,86,0.0,5.4,5,45,2,NE
03-01-2010,24,31.2,27.4,86,0.0,4.0,7,45,3,E 
04-01-2010,24,27.8,25.9,85,0.0,0.0,4,270,2,W 
05-01-2010,25,31.0,27.0,84,0.0,4.4,6,90,3,NE
06-01-2010,24,31.4,27.4,84,0.0,6.9,6,90,3,E 
07-01-2010,24,30.4,26.3,83,0.0,3.2,5,45,2,NE
08-01-2010,25,30.9,27.4,84,1.0,3.8,9,360,4,NE
09-01-2010,24,31.0,27.6,76,0.0,7.3,7,45,4,NE
10-01-2010,24,31.1,26.9,82,0.0,6.8,7,45,3,NE
11-01-2010,23,31.2,27.0,80,0.0,7.8,8,45,4,NE
12-01-2010,25,31.4,27.2,80,0.0,7.3,9,45,4,NE
13-01-2010,25,31.4,27.7,78,0.0,4.7,8,45,3,NE
14-01-2010,26,31.2,27.5,76,0.0,5.4,11,45,6,NE
15-01-2010,25,31.5,27.6,72,0.0,5.4,9,45,5,NE
16-01-2010,25,31.2,27.5,71,0.0,6.5,8,360,4,NE
17-01-2010,25,32.0,27.6,73,0.0,7.3,7,360,4,NE
18-01-2010,25,30.8,27.3,79,0.3,3.5,8,360,4,N 
19-01-2010,22,31.4,27.1,83,18.0,6.3,6,45,2,NE
20-01-2010,23,30.6,26.3,86,2.0,5.4,5,45,4,NE
21-01-2010,24,29.3,27.0,88,0.0,0.8,6,45,3,NE
22-01-2010,23,30.3,26.0,88,9.0,3.0,9,360,2,W 
23-01-2010,25,30.7,27.7,80,0.0,7.9,8,45,5,NE
24-01-2010,26,31.0,27.8,76,0.0,7.7,10,45,6,NE
25-01-2010,25,31.6,27.7,79,0.0,7.9,9,45,4,NE
26-01-2010,25,31.4,27.7,81,0.0,7.9,8,45,4,NE
27-01-2010,26,31.4,28.1,76,0.0,7.5,9,45,6,NE
28-01-2010,25,31.4,28.2,78,0.0,7.8,10,45,4,NE
29-01-2010,25,31.7,27.7,79,0.0,7.3,10,45,5,NE
30-01-2010,25,31.4,28.0,77,0.0,7.6,10,45,5,NE
