Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-11-2018,24.9,28.3,25.3,94,45,6.7,5,70,2,N 
02-11-2018,23.8,30.3,26.5,88,31.9,0,4,70,1,N 
03-11-2018,23.8,30.6,27.4,84,0.6,,3,40,1,N 
04-11-2018,24.9,31.4,27.4,85,0,1.8,5,80,2,N 
05-11-2018,24.3,31.3,27,87,29.7,4,4,320,1,N 
06-11-2018,,32.5,27.7,80,32.9,3.5,4,320,1,N 
07-11-2018,24.6,32.1,27.8,81,2.7,7.1,5,260,2,N 
08-11-2018,24.4,33.1,28.9,77,0.1,4.4,3,130,1,N 
09-11-2018,25.5,28.2,25.3,94,8888,8.2,3,270,0,N 
10-11-2018,23.8,,27.8,83,49.6,0,3,290,1,N 
11-11-2018,25.2,31.2,26.5,90,0,5,3,140,1,N 
12-11-2018,24.2,32,27.8,82,0.5,1.8,4,350,2,N 
13-11-2018,24.2,30,26.7,89,17,4.8,4,260,1,N 
14-11-2018,24,31.9,27.9,80,8.5,0.6,3,260,1,N 
15-11-2018,24.6,,25.4,93,8888,1.3,9,220,1,N 
16-11-2018,,31.5,27.7,85,9.7,1.8,6,220,1,N 
17-11-2018,23,30,27,85,7.5,2.5,3,200,1,N 
18-11-2018,22.8,,25.5,93,30.4,1.4,3,100,0,N 
19-11-2018,23.2,30.7,26.7,86,,,3,200,1,N 
20-11-2018,24.1,,26.9,87,8888,3.9,5,260,1,N 
21-11-2018,22.2,29.8,25.4,90,84.5,0.8,5,310,1,N 
22-11-2018,23,30.2,26.4,88,24.7,0.6,4,60,1,N 
23-11-2018,22.8,,27.8,81,10.5,0.8,6,30,2,N 
24-11-2018,25,32.4,28.2,81,,7.9,3,260,1,N 
25-11-2018,25.2,31.2,26.9,85,1.1,4.6,3,240,0,N 
26-11-2018,23.3,33,28.5,78,7.6,1.7,9,210,2,N 
27-11-2018,23.5,29.2,26.1,90,1,8.4,3,300,0,N 
28-11-2018,23.8,31.7,28,81,1.4,0.7,6,40,2,NE
29-11-2018,24.8,32,28.3,83,,10.7,7,40,3,N 
30-11-2018,25.2,30.6,27.1,88,1.1,10.4,5,20,1,N 
