Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-06-2018,24,31.5,27.5,85,8.1,0,8,230,2,N 
02-06-2018,24,31.1,26.7,86,1.1,1.2,3,290,0,N 
03-06-2018,24.2,32.3,28.8,80,2.2,0,3,180,1,N 
04-06-2018,25.2,32.8,28.7,79,0,6.7,4,190,2,N 
05-06-2018,25.8,33.2,29.4,81,0,8.5,6,170,2,N 
06-06-2018,26.4,33.1,29.7,80,0,7.6,6,130,2,SE
07-06-2018,26.8,32.5,29.5,81,0,7.9,4,160,2,SE
08-06-2018,26,32.4,28.1,80,0,5.5,7,230,2,N 
09-06-2018,25.2,33.2,28.8,80,0,4.6,5,140,2,N 
10-06-2018,26,32.3,29.2,81,0,1.7,6,220,3,SE
11-06-2018,26.6,33.1,28.7,80,9.3,2.1,5,180,2,N 
12-06-2018,25.9,33.1,28.9,81,8888,2.3,5,160,1,N 
13-06-2018,25.8,31.6,27.2,84,8888,1.3,4,180,1,N 
14-06-2018,24.9,32.4,27.9,85,8888,1.2,4,120,1,N 
15-06-2018,24.4,29.2,25.5,92,8,2.9,9,230,2,N 
16-06-2018,23.2,32.5,28.7,82,27.5,0.2,6,180,2,S 
17-06-2018,25.2,32.5,29,80,0,2.8,6,150,3,SE
18-06-2018,,32.1,26.8,90,0,5,6,220,2,N 
19-06-2018,22.7,31,27.9,84,20.1,1.8,8,170,3,S 
20-06-2018,24.4,30.1,27.1,85,0,0,4,230,1,N 
21-06-2018,25.2,32.8,27.8,85,1,1.2,4,140,1,N 
22-06-2018,24.6,32.1,28.1,82,0,1.7,6,130,2,N 
23-06-2018,25,,26.6,88,7.5,3.9,5,120,1,N 
24-06-2018,24.4,28.8,26.1,89,3.7,3.8,6,270,2,N 
25-06-2018,23.2,,25.6,89,14.2,0.1,4,210,2,N 
26-06-2018,23.4,28.4,25.7,91,4.2,0.6,8,200,0,N 
27-06-2018,22.6,28.5,24.8,94,14.6,0.3,6,160,1,N 
28-06-2018,22.8,31.6,27.5,80,45.7,1.2,5,170,2,S 
29-06-2018,24,28.6,25.3,91,0,4.2,5,220,1,N 
30-06-2018,,30,27.4,82,2,0,4,210,2,S 
