Date,Tavg,RH_avg,RR,ss,ff_avg
01/02/2019,28.3,77,0,5.2,4
02/02/2019,28.4,77,0,10.7,4
03/02/2019,27.9,84,2.2,9.9,2
04/02/2019,28.1,81,0,7.8,2
05/02/2019,27.5,81,0,9,2
06/02/2019,26.7,82,0,9.7,3
07/02/2019,27.8,76,0,10.8,3
08/02/2019,28.3,78,0,9.7,2
09/02/2019,28.4,80,0,7.7,2
10/02/2019,28.4,78,0,10.4,4
11/02/2019,27.6,72,0,10.5,2
12/02/2019,27.8,77,0,10.6,3
13/02/2019,28.5,78,0,10.2,4
14/02/2019,28.5,76,0,10.3,3
15/02/2019,28.3,74,0,10,3
16/02/2019,28.2,76,0,6.6,3
17/02/2019,28.3,77,0,7.7,2
18/02/2019,26.1,83,14.1,6.8,2
19/02/2019,27.5,84,0,6.4,3
20/02/2019,28.2,80,0,8.3,2
21/02/2019,28.6,75,0,9,3
22/02/2019,28.3,78,0,9.5,3
23/02/2019,28.2,73,0,10.6,3
24/02/2019,27.6,76,0,10.5,3
25/02/2019,28.4,78,0,6.1,4
26/02/2019,28.9,76,8888,10.9,4
27/02/2019,27.9,79,3.4,7.8,4
28/02/2019,28.7,74,0.5,6.2,3
