Date,Tavg,RH_avg,RR,ss,ff_avg
01/05/2019,29.5,76,8888,4.4,1
02/05/2019,29.4,82,0,2.7,1
03/05/2019,28.6,87,0,4.7,2
04/05/2019,27.9,84,17.6,5.2,1
05/05/2019,28.3,76,0,7,3
06/05/2019,29.5,73,0,4.2,2
07/05/2019,29,84,0,10.2,2
08/05/2019,25.6,96,5.4,6.6,1
09/05/2019,29.4,80,18.8,0.4,1
10/05/2019,28.2,81,6.5,8.7,1
11/05/2019,27.8,89,0,9,1
12/05/2019,28.3,88,14.6,3.6,1
13/05/2019,28.1,86,8888,,1
14/05/2019,28.5,82,,4.5,2
15/05/2019,28.5,84,8888,7.1,1
16/05/2019,27.7,83,0,9,1
17/05/2019,26.8,86,15.5,5.2,1
18/05/2019,27.7,91,0,1.6,1
19/05/2019,26.4,94,3.2,1,2
20/05/2019,28.1,83,5.6,4.3,1
21/05/2019,27,88,0,4.4,1
22/05/2019,27.1,90,8888,5.4,1
23/05/2019,29,81,0.5,3.7,2
24/05/2019,28.6,83,10.2,8.9,2
25/05/2019,27.9,89,0,8.3,1
26/05/2019,28.5,85,25,6.2,1
27/05/2019,28.3,86,10.1,7.4,1
28/05/2019,28.3,87,3.8,7,2
29/05/2019,28.1,88,4.1,7.7,1
30/05/2019,27.2,87,0,7,1
31/05/2019,27.4,90,8888,2.2,1
