Date,Tavg,RH_avg,RR,ss,ff_avg
01/12/2019,28.6,84,0,7.2,1
02/12/2019,27,87,0,8.3,2
03/12/2019,28.2,75,4.4,2.4,3
04/12/2019,28.5,72,0,0.2,3
05/12/2019,28.3,76,0,4,3
06/12/2019,28.3,74,0,0.1,3
07/12/2019,28.3,72,0,5.2,3
08/12/2019,24.8,95,26.6,0,3
09/12/2019,24.7,96,62,0,2
10/12/2019,24.8,96,31.2,0.8,2
11/12/2019,24.2,94,63.2,0,1
12/12/2019,27.4,80,11.8,0,3
13/12/2019,26,88,0,8.7,2
14/12/2019,24.1,99,96.4,2.7,1
15/12/2019,24.7,97,53,0,1
16/12/2019,25.9,89,4.2,0,1
17/12/2019,25.2,96,1.8,3.2,1
18/12/2019,25.8,92,7,0,2
19/12/2019,26.8,86,6.2,6.1,2
20/12/2019,27.2,87,0,5.5,3
21/12/2019,27.5,84,0,7.9,3
22/12/2019,27,84,0,7.2,3
23/12/2019,27.5,83,0,4.9,4
24/12/2019,28.1,79,0,8.3,4
25/12/2019,27.5,83,0,5.8,3
26/12/2019,26.9,83,8888,6.5,3
27/12/2019,27.7,78,0,7,4
28/12/2019,28,76,0,10,5
29/12/2019,28.2,78,0,10.2,5
30/12/2019,28.1,77,0,9.2,3
31/12/2019,28.4,76,0,9.5,4
