Date,Tavg,RH_avg,RR,ss,ff_avg
01/09/2019,28.7,78,0,9.5,2
02/09/2019,29.1,77,0,8.8,2
03/09/2019,28.8,80,0,6.9,2
04/09/2019,29.4,72,0,3.2,2
05/09/2019,29.2,76,0,6.2,3
06/09/2019,28.6,79,0,0,3
07/09/2019,29.4,72,0,9.6,3
08/09/2019,28.7,76,0,9,2
09/09/2019,28.8,80,0,8.9,2
10/09/2019,28.6,80,,7.2,3
11/09/2019,28.8,78,0,6.7,2
12/09/2019,28.7,77,0,8.7,2
13/09/2019,28.2,83,0,6.7,2
14/09/2019,28,80,0,5.6,2
15/09/2019,28.3,77,,0.1,2
16/09/2019,28.4,77,0,2.9,2
17/09/2019,29,76,0,4.7,2
18/09/2019,29.1,75,0,7,3
19/09/2019,28.8,77,0,5.9,2
20/09/2019,29,77,,6.5,3
21/09/2019,28.7,75,8888,4.7,3
22/09/2019,28.7,77,0,9.4,3
23/09/2019,27.4,84,0,6.7,1
24/09/2019,28.6,81,1.6,0,1
25/09/2019,25.8,91,1.3,7.8,1
26/09/2019,27.9,83,32.8,0.6,1
27/09/2019,28.6,79,0,4.2,1
28/09/2019,28,82,0,7.9,1
29/09/2019,27.5,86,0,5.6,1
30/09/2019,26.9,85,3.1,5.7,0
