Date,Tavg,RH_avg,RR,ss,ff_avg
01/01/2021,24.6,95,21.4,3.5,3
02/01/2021,23.1,96,192.1,0,2
03/01/2021,24.6,94,104.6,0,2
04/01/2021,25.2,88,1,0,2
05/01/2021,26.4,86,0,0,3
06/01/2021,26.7,86,1.4,5.1,3
07/01/2021,24.5,91,0.1,3.5,2
08/01/2021,25,96,13.6,0,2
09/01/2021,25.2,94,46.6,0,3
10/01/2021,23.5,97,180.5,0,4
11/01/2021,25.7,90,81.4,0,4
12/01/2021,26.2,85,6.5,0,6
13/01/2021,26.1,82,3.4,0.7,4
14/01/2021,25.6,84,0,0,3
15/01/2021,26.8,79,0,0,4
16/01/2021,26.8,83,0,7.6,5
17/01/2021,27,80,0,3.9,6
18/01/2021,26.6,72,0,5.6,6
19/01/2021,26.3,74,0,3.4,4
20/01/2021,26.5,78,0,5.4,3
21/01/2021,26.6,80,,2.5,4
22/01/2021,26.5,83,8888,7.6,4
23/01/2021,26.6,80,0,7.4,4
24/01/2021,26.7,82,0,4.7,4
25/01/2021,27.4,79,0,7.1,4
26/01/2021,26.8,78,,8.2,4
27/01/2021,26.7,84,0,8.9,3
28/01/2021,26.9,85,0,1.2,4
29/01/2021,27.2,76,0,1.5,4
30/01/2021,27,78,,6.7,5
31/01/2021,26.6,82,,8,4
