Date,Tavg,RH_avg,RR,ss,ff_avg
01/04/2021,29.5,69,8888,6.2,2
02/04/2021,28.9,84,0,6.4,3
03/04/2021,28,85,30.7,7.9,2
04/04/2021,27,86,35.3,4.6,1
05/04/2021,27.1,90,1.3,2.5,1
06/04/2021,28.1,82,1.6,1.8,4
07/04/2021,27.9,71,0,8,3
08/04/2021,28.2,82,,9.7,2
09/04/2021,26.9,84,6.4,8.9,3
10/04/2021,28.1,80,0,6.6,3
11/04/2021,28.5,82,0,8.9,3
12/04/2021,27.8,77,0.1,7.3,2
13/04/2021,28.5,78,,8,2
14/04/2021,27.8,80,0.5,7.7,1
15/04/2021,25.9,94,0,7.4,1
16/04/2021,27.7,83,23.3,3.8,1
17/04/2021,24.8,98,0,0.8,2
18/04/2021,27.8,82,68.6,3.2,2
19/04/2021,27.8,81,0,8.5,1
20/04/2021,27.5,85,8888,5.3,2
21/04/2021,28.8,81,2.1,4.3,2
22/04/2021,26.6,92,1.3,8,2
23/04/2021,28.6,76,4.4,3.2,2
24/04/2021,25.2,92,8888,7.7,1
25/04/2021,27.6,86,4,0,2
26/04/2021,28,86,8888,6.1,2
27/04/2021,26.8,91,11,6.5,1
28/04/2021,28.2,84,4.4,5.4,1
29/04/2021,28.8,82,8888,5.6,2
30/04/2021,28,86,,9.3,2
