Date,Tavg,RH_avg,RR,ss,ff_avg
01/05/2021,28,86,7.3,4.3,3
02/05/2021,29.1,81,0,6.9,3
03/05/2021,28.9,81,8888,8.7,2
04/05/2021,29.1,79,0,9.3,2
05/05/2021,27.9,86,0,7.4,2
06/05/2021,26.7,91,0.4,1.6,1
07/05/2021,28,86,32,3.1,2
08/05/2021,27.5,88,8888,2.9,1
09/05/2021,27.7,88,0,2.6,1
10/05/2021,28.6,85,13.4,4.2,2
11/05/2021,29,84,0,6.5,2
12/05/2021,27.3,90,7.2,5.5,1
13/05/2021,27.3,92,2.3,1.8,2
14/05/2021,28.3,90,7.3,5,1
15/05/2021,27.4,92,1,3.8,1
16/05/2021,27,94,15,2.3,2
17/05/2021,26.9,94,39.8,6.8,1
18/05/2021,26.2,95,83.2,0.3,2
19/05/2021,27.3,90,34.5,0.1,1
20/05/2021,28.3,84,0.3,0.7,2
21/05/2021,27.7,92,,6.1,2
22/05/2021,27.1,83,2.8,4.5,3
23/05/2021,28.4,84,0,2.6,2
24/05/2021,29,85,,5.1,3
25/05/2021,29,86,0,8.2,3
26/05/2021,29.6,82,0,9.7,2
27/05/2021,27.9,88,0,6,2
28/05/2021,27.4,90,8.9,4.9,1
29/05/2021,27.1,93,8888,4,1
30/05/2021,27.8,88,31,2,1
31/05/2021,27.7,91,3.8,4.6,2
