Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-10-2021,23.5,30.5,26.8,87,17.6,4.7,6,160,3,S 
02-10-2021,24.2,29.2,26.9,85,18.0,0.2,3,30,1,C 
03-10-2021,25.0,31.5,27.7,84,18.0,0.0,3,120,2,E 
04-10-2021,24.8,32.5,27.1,89,18.0,4.3,5,280,2,SE
05-10-2021,25.4,30.2,27.4,88,6.3,6.9,4,220,2,C 
06-10-2021,25.7,32.5,29.3,79,0.3,6.9,5,270,3,W 
07-10-2021,26.0,31.5,28.2,82,0.0,9.2,5,300,3,W 
08-10-2021,25.3,33.4,29.1,80,0.0,2.9,5,200,3,S 
09-10-2021,26.8,32.8,29.3,73,0.0,10.1,5,210,3,SE
10-10-2021,27.4,31.4,27.7,88,0.0,9.7,7,270,2,C 
11-10-2021,23.6,32.8,28.4,81,55.7,3.9,6,220,2,C 
12-10-2021,25.2,33.4,29.1,84,0.0,8.1,5,160,3,SE
13-10-2021,26.9,32.5,28.3,85,0.0,7.3,5,220,3,S 
14-10-2021,26.7,33.0,29.4,80,1.6,5.5,7,210,3,S 
15-10-2021,27.0,33.7,29.6,80,1.6,9.1,6,220,3,S 
16-10-2021,27.4,32.9,28.9,82,0.0,6.6,5,150,2,C 
17-10-2021,26.2,32.7,27.1,90,0.0,3.9,5,220,2,C 
18-10-2021,22.8,30.2,27.0,86,35.0,4.3,4,70,1,C 
19-10-2021,25.0,31.7,28.1,84,35.0,2.1,6,200,2,E 
20-10-2021,25.0,30.5,26.7,90,35.0,6.1,7,210,2,W 
21-10-2021,24.2,31.1,27.2,84,17.9,2.4,4,320,2,C 
22-10-2021,24.8,32.1,27.1,88,0.0,5.6,6,230,1,C 
23-10-2021,23.7,31.3,26.4,91,33.3,2.5,5,240,1,C 
24-10-2021,23.7,32.5,28.1,83,3.0,1.9,5,200,1,C 
25-10-2021,24.8,30.9,27.8,83,3.0,7.0,4,180,1,C 
26-10-2021,25.3,32.6,28.5,82,1.0,3.8,4,310,1,C 
27-10-2021,25.6,33.3,28.9,74,12.7,6.4,5,8,2,C 
28-10-2021,26.0,30.3,27.3,86,0.0,9.2,7,200,2,C 
29-10-2021,24.4,31.4,27.7,86,5.4,0.0,6,80,2,C 
30-10-2021,25.3,30.9,27.9,82,5.4,3.4,4,130,2,C 
31-10-2021,25.4,31.4,27.5,86,5.4,4.1,3,40,1,C 
