Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-08-2021,23.8,30.4,27.4,83,6.2,8.3,6,270,2,C 
02-08-2021,23.6,32.7,28.1,81,1.6,2.1,7,190,3,S 
03-08-2021,23.4,31.7,27.1,81,1.7,5.0,4,170,2,S 
04-08-2021,23.5,29.4,25.2,94,25.5,4.4,5,170,2,SW
05-08-2021,24.1,32.2,28.6,84,35.7,0.0,7,170,3,S 
06-08-2021,24.2,32.2,29.0,81,35.7,6.9,6,160,3,SE
07-08-2021,27.2,32.2,29.0,83,0.0,6.0,5,110,2,C 
08-08-2021,26.0,32.4,26.5,90,0.0,5.1,4,140,2,C 
09-08-2021,24.2,31.6,26.6,90,2.8,3.8,4,50,1,C 
10-08-2021,24.9,32.8,28.0,86,1.7,6.5,5,140,2,S 
11-08-2021,25.0,31.5,28.0,84,2.3,7.1,5,190,2,S 
12-08-2021,25.0,32.4,28.7,78,1.4,5.2,6,140,2,SE
13-08-2021,25.0,32.6,28.0,81,0.0,4.1,5,150,2,C 
14-08-2021,24.9,32.2,26.4,90,0.0,2.6,4,130,2,SW
15-08-2021,24.6,31.6,26.7,89,0.4,5.3,5,130,2,C 
16-08-2021,24.0,31.2,27.0,84,6.5,3.2,6,70,2,C 
17-08-2021,24.4,28.4,25.8,90,10.4,5.5,4,30,2,SW
18-08-2021,24.0,29.1,25.6,89,3.6,0.2,5,250,2,C 
19-08-2021,23.3,30.8,26.4,82,22.1,0.2,5,270,3,W 
20-08-2021,23.6,28.4,25.9,90,22.1,7.1,7,240,1,C 
21-08-2021,24.2,32.6,26.8,85,16.7,0.0,5,150,3,S 
22-08-2021,24.8,30.2,25.3,91,16.7,1.6,7,150,2,C 
23-08-2021,24.2,31.5,25.9,92,6.5,2.2,5,270,2,S 
24-08-2021,24.4,27.6,24.5,94,10.1,2.7,4,180,1,C 
25-08-2021,23.0,27.6,25.0,90,21.2,0.0,7,170,2,S 
26-08-2021,23.6,30.9,26.0,88,1.9,0.1,6,170,1,C 
27-08-2021,24.0,30.4,25.5,94,2.5,6.1,8,160,3,SE
28-08-2021,24.0,31.4,27.1,87,26.6,3.1,5,150,3,SE
29-08-2021,23.0,31.8,27.1,85,0.2,7.4,6,200,2,C 
30-08-2021,24.4,27.7,25.4,91,9.1,5.6,5,160,2,S 
31-08-2021,24.5,30.5,27.4,84,6.7,0.1,6,180,2,SW
