Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-05-2011,23,29.0,26.4,88,15.4,0.0,5,270,1,W 
02-05-2011,24,27.4,25.5,89,2.2,0.0,3,45,0,NE
03-05-2011,25,33.8,27.5,82,2.2,6.4,4,45,1,E 
04-05-2011,25,32.2,27.4,85,16.5,2.9,5,90,2,W 
05-05-2011,25,33.6,28.0,83,0.2,7.7,8,315,2,NE
06-05-2011,26,33.2,28.6,83,0.0,8.0,7,45,2,NE
07-05-2011,26,33.1,29.4,82,0.0,8.0,6,45,2,NE
08-05-2011,27,35.1,30.1,76,0.0,7.9,4,270,1,SE
09-05-2011,27,32.9,29.7,80,0.0,5.7,4,135,2,SW
10-05-2011,24,32.8,28.5,86,19.5,3.4,8,135,0,NW
11-05-2011,27,32.5,29.0,84,0.0,5.5,5,135,2,SE
12-05-2011,24,30.6,28.7,86,13.8,3.3,8,90,0,E 
13-05-2011,26,31.6,28.4,86,0.9,4.9,3,135,0,SE
14-05-2011,25,31.4,28.4,83,0.3,3.4,8,225,2,SW
15-05-2011,25,32.1,27.8,84,0.0,6.4,5,135,2,E 
16-05-2011,26,32.2,28.1,82,0.0,2.6,5,90,2,SE
17-05-2011,25,33.0,28.9,77,0.0,5.5,3,90,1,E 
18-05-2011,25,32.8,28.2,81,0.0,5.5,6,90,1,E 
19-05-2011,24,33.1,28.1,78,0.0,4.5,6,90,1,E 
20-05-2011,25,31.4,26.9,88,1.6,3.8,4,180,0,S 
21-05-2011,24,30.7,27.2,82,1.0,3.5,5,180,2,SE
22-05-2011,25,32.3,28.0,85,17.0,5.9,5,135,2,SE
23-05-2011,25,33.0,28.0,86,0.0,6.5,6,180,2,S 
24-05-2011,26,32.8,28.5,82,0.0,7.1,5,135,2,SE
25-05-2011,25,31.5,27.8,83,0.0,3.3,8,225,2,S 
26-05-2011,25,31.9,28.4,81,0.0,5.4,5,225,1,SW
27-05-2011,25,31.3,27.3,88,1.0,2.2,8,315,1,S 
28-05-2011,26,32.1,28.7,82,0.0,4.9,5,225,2,S 
29-05-2011,26,32.6,27.3,87,1.0,2.6,7,180,1,S 
30-05-2011,25,32.2,28.4,82,0.0,0.8,6,180,2,S 
31-05-2011,26,33.1,28.5,83,4.0,5.9,8,135,2,S 
