Date,Tavg,RH_avg,RR,ss,ff_avg
01/06/2020,26.6,90,4.3,7.6,2
02/06/2020,27.4,90,4.3,3.0,1
03/06/2020,27.4,89,40.0,6.3,2
04/06/2020,28.2,83,3.8,5.2,3
05/06/2020,27.1,91,2.2,5.2,3
06/06/2020,26.1,89,29.7,2.8,1
07/06/2020,27.9,86,0.7,0.0,1
08/06/2020,28.5,85,0.5,3.2,1
09/06/2020,29.2,82,17.9,4.6,3
10/06/2020,29.4,79,0.0,7.5,3
11/06/2020,28.3,80,0.0,7.5,2
12/06/2020,28.2,87,1.6,7.2,2
13/06/2020,25.0,95,13.2,1.2,1
14/06/2020,27.9,86,10.4,0.0,3
15/06/2020,28.8,84,10.4,4.2,2
16/06/2020,28.0,86,10.4,6.8,1
17/06/2020,27.2,89,6.8,1.7,1
18/06/2020,27.5,84,5.4,1.7,1
19/06/2020,27.1,90,27.8,1.6,2
20/06/2020,26.6,94,56.4,2.0,2
21/06/2020,25.3,92,11.2,0.9,2
22/06/2020,26.8,89,4.0,0.0,2
23/06/2020,25.2,94,32.4,0.4,2
24/06/2020,26.1,93,9.0,1.0,2
25/06/2020,27.3,85,4.3,0.0,2
26/06/2020,28.4,84,4.3,1.7,3
27/06/2020,28.6,84,0.0,4.7,2
28/06/2020,29.1,79,0.0,0.2,3
29/06/2020,28.9,80,0.0,7.6,3
30/06/2020,28.9,80,4.4,4.9,3
