Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-04-2016,,32.4,29.5,72,0,,9,50,5,NE
02-04-2016,27.2,32.5,29.5,76,0,10.3,8,40,4,NE
03-04-2016,,33,29.4,78,7.8,9.9,8,50,4,NE
04-04-2016,27.2,32.9,29.7,76,0,6.2,6,40,4,NE
05-04-2016,,32.1,29,81,,7.9,6,90,3,E 
06-04-2016,,32.7,29.2,75,0,2.2,6,70,3,NE
07-04-2016,25.4,33,29.5,72,,10.2,7,60,3,NE
08-04-2016,25.8,32.8,29.6,75,,9.2,8,50,4,NE
09-04-2016,26.6,,28.8,83,0,8.7,6,60,2,N 
10-04-2016,25.8,33.2,30.1,77,2.2,5.2,7,50,3,NE
11-04-2016,,33.4,29.3,81,0,9.4,5,70,2,N 
12-04-2016,26.4,34.2,30,76,0,6.2,8,270,3,W 
13-04-2016,27,34.1,29.5,80,8888,8.1,6,230,2,SW
14-04-2016,25.6,33.3,29.6,79,3.8,6,15,180,3,SE
15-04-2016,25.4,31.2,27.8,87,2,6.5,3,70,1,C 
16-04-2016,,34.6,30,76,4.1,,6,70,3,E 
17-04-2016,26.6,33.4,28.8,82,0,7,6,60,2,N 
18-04-2016,25.4,33.4,29.8,78,17.5,7.9,5,70,2,NE
19-04-2016,26,,30.2,75,8888,10.4,8,60,4,NE
20-04-2016,,33,30,76,0,10.9,5,60,3,NE
21-04-2016,28,33.4,30,74,0,5.7,8,50,4,NE
22-04-2016,27.6,33.2,28.9,81,0,6.3,6,50,2,SE
23-04-2016,26.4,32.9,28.9,82,8888,4.8,5,130,2,N 
24-04-2016,26.6,32.6,28.9,82,1.2,3.4,5,200,2,S 
25-04-2016,26.6,33.1,27.6,88,0,5.6,4,180,2,N 
26-04-2016,,30.8,27.9,86,3.5,,4,230,1,C 
27-04-2016,25.6,32,28.5,85,6.3,3.2,4,190,2,S 
28-04-2016,25.6,33.4,28.3,85,6.8,4.9,4,140,1,N 
29-04-2016,,33.6,28,85,5.4,4.7,7,220,1,C 
30-04-2016,25.2,33.3,28.6,82,0.9,6.2,4,70,1,N 
