Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-08-2010,23,28.2,23.6,92,9.5,0,9,180,5,SW
02-08-2010,24,31.7,27.8,76,0,4.3,5,180,2,S 
03-08-2010,24,31.1,27.1,83,0,5.9,6,180,2,S 
04-08-2010,24,30.3,26.8,86,0,3.6,5,225,2,W 
05-08-2010,25,31.5,27.5,85,0,5.2,6,180,2,S 
06-08-2010,25,32.4,27.9,87,3.2,5.9,5,135,3,SW
07-08-2010,24,30.4,28,83,0,1.8,5,180,2,S 
08-08-2010,25,31.8,27.4,83,0,5.2,6,180,2,SE
09-08-2010,25,32,27.9,81,0,7.7,7,180,3,S 
10-08-2010,26,32,29,81,0,4.1,7,135,2,SE
11-08-2010,24,32.5,28.5,83,2.6,5.5,6,135,3,SE
12-08-2010,25,32.4,27.8,82,0,7.3,8,135,3,SE
13-08-2010,25,31.8,27.4,88,10.4,3,7,135,2,E 
14-08-2010,25,30,27.2,86,0.5,0.6,4,180,1,W 
15-08-2010,24,29.6,26.3,88,1.6,2.2,5,225,2,SW
16-08-2010,25,30.8,26.8,87,0,4.6,8,270,2,W 
17-08-2010,25,33.4,27.6,82,8888,7.3,4,270,2,W 
18-08-2010,25,28.6,26.5,90,11.2,0.2,7,270,2,SW
19-08-2010,24,29.8,27.4,86,19.5,1.2,8,180,3,S 
20-08-2010,23,25.8,24,94,6.1,0,5,180,2,SW
21-08-2010,24,31.4,27,85,0,3.6,5,135,2,S 
22-08-2010,26,31.7,28.2,80,1.4,5.2,4,90,2,S 
23-08-2010,23,31.5,27,91,31.2,4.5,5,135,2,NW
24-08-2010,23,32.1,28.3,84,0.5,7.4,7,135,3,SE
25-08-2010,25,30.9,27.6,80,0,0.2,5,180,2,S 
26-08-2010,25,33.2,28.1,80,0,7.6,9,180,2,S 
27-08-2010,25,32.1,27.6,83,8888,2.9,11,225,3,SW
28-08-2010,25,32.9,27.6,76,0,6.8,5,180,2,S 
29-08-2010,23,31.2,26.9,83,24.3,3.5,5,180,1,S 
30-08-2010,24,30.9,26.2,89,0.6,2.2,4,180,2,SW
31-08-2010,24,32.2,27.2,84,0,7.9,5,225,2,SW
