Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-03-2010,27,32.6,29.2,75,0,6.4,6,45,4,NE
02-03-2010,26,32.4,28.4,80,0,7.8,9,45,5,NE
03-03-2010,25,32.2,28.3,79,0,8,9,45,4,NE
04-03-2010,26,32.1,28.3,78,0,8,9,45,5,E 
05-03-2010,25,31.8,28.3,76,0,8,8,45,4,NE
06-03-2010,25,32.7,28.1,77,0,7.5,8,45,5,NE
07-03-2010,26,32.1,28.9,74,0,7.7,9,45,5,NE
08-03-2010,26,33.4,28.7,74,0,7.9,10,45,4,NE
09-03-2010,23,32.8,29.4,77,83.4,7,8,45,4,NE
10-03-2010,23,31.8,26.8,84,18.3,3.5,9,45,3,NE
11-03-2010,25,31.8,28.1,75,6.9,5.6,8,45,3,NE
12-03-2010,27,31.1,28.2,82,0,2,7,45,4,NE
13-03-2010,26,31.4,28,83,0,4,7,45,2,NE
14-03-2010,26,32.2,27.9,83,0,6.2,9,45,3,NE
15-03-2010,25,32.4,28.3,80,5.7,6.4,7,45,4,NE
16-03-2010,24,28.8,26.3,89,60.1,0,8,45,2,NE
17-03-2010,22,32.2,28.2,77,9,8,9,45,5,NE
18-03-2010,24,28.8,25.7,91,51.3,0.1,9,45,4,NE
19-03-2010,25,31.2,26.3,88,3.4,1,6,45,2,NE
20-03-2010,24,28.2,25.7,93,11.9,0,4,360,2,N 
21-03-2010,24,31.1,27,84,0,4.9,7,45,3,NE
22-03-2010,26,31.7,27.9,84,0,5.6,7,45,4,NE
23-03-2010,24,29.7,27.7,84,1.5,0.3,9,180,2,SW
24-03-2010,25,32.4,27.7,83,0,4.7,7,45,4,NE
25-03-2010,23,32.1,28.1,84,58.6,4.4,7,45,2,NE
26-03-2010,24,31.6,27,88,0,6.3,6,360,2,NE
27-03-2010,26,32.2,28.8,74,0,4.5,9,45,5,NE
28-03-2010,24,32.1,28.9,74,0,8,8,45,4,NE
29-03-2010,26,31.8,28.5,79,0,7.8,6,45,3,NE
30-03-2010,26,31.6,28.1,80,0,2.1,5,45,3,NE
31-03-2010,26,31.9,28.7,79,0.5,3.8,6,45,2,NE
