Date,Tavg,RH_avg,RR,ss,ff_avg
01/12/2020,28.7,79,5.8,4.7,2
02/12/2020,28.1,85,5.8,8.9,2
03/12/2020,27.3,88,1.3,6.0,3
04/12/2020,27.1,85,37.5,6.5,3
05/12/2020,26.6,89,7.1,3.4,4
06/12/2020,28.5,78,3.1,1.7,4
07/12/2020,27.6,81,3.1,6.3,3
08/12/2020,27.7,82,3.5,6.3,3
09/12/2020,27.4,84,17.6,7.8,3
10/12/2020,27.2,85,17.6,8.0,2
11/12/2020,28.0,76,2.0,7.0,2
12/12/2020,26.8,88,1.9,8.9,2
13/12/2020,27.5,79,7.0,3.4,2
14/12/2020,27.0,88,0.0,3.2,2
15/12/2020,25.7,90,10.7,5.9,2
16/12/2020,25.8,93,14.7,4.2,1
17/12/2020,25.9,88,3.8,0.5,2
18/12/2020,25.1,90,28.1,2.0,2
19/12/2020,26.9,80,3.8,0.0,2
20/12/2020,26.8,82,0.0,2.2,3
21/12/2020,27.3,80,1.2,6.2,2
22/12/2020,27.5,81,0.8,2.9,3
23/12/2020,27.5,85,0.8,7.7,3
24/12/2020,26.2,92,0.0,6.8,1
25/12/2020,27.7,86,26.6,0.0,4
26/12/2020,28.5,79,0.0,3.7,3
27/12/2020,27.4,86,0.0,5.3,4
28/12/2020,28.1,79,1.0,9.3,4
29/12/2020,26.2,88,0.0,8.1,2
30/12/2020,27.6,80,0.4,2.4,4
31/12/2020,27.1,82,0.4,5.5,4
