Date,Tavg,RH_avg,RR,ss,ff_avg
01/12/2023,27.1,85,81.4,7.2,2
02/12/2023,28.1,82,0.0,1.6,2
03/12/2023,25.6,94,0.3,4.8,1
04/12/2023,25.9,92,4.5,2.7,1
05/12/2023,28.0,82,12.9,0.6,2
06/12/2023,26.8,86,0.0,7.8,2
07/12/2023,27.9,83,0.8,5.7,3
08/12/2023,28.4,82,0.0,6.1,3
09/12/2023,27.7,85,0.0,6.5,2
10/12/2023,27.9,83,0.0,0.0,2
11/12/2023,28.1,82,0.0,0.7,3
12/12/2023,26.8,88,0.0,5.2,2
13/12/2023,28.1,83,0.6,1.2,3
14/12/2023,27.0,87,0.0,6.2,2
15/12/2023,28.7,83,28.3,2.4,3
16/12/2023,28.0,84,0.0,7.2,3
17/12/2023,28.2,83,0.0,4.3,4
18/12/2023,28.2,81,0.0,5.3,3
19/12/2023,27.7,83,0.0,3.6,2
20/12/2023,27.5,86,0.0,0.6,3
21/12/2023,27.4,85,1.7,3.0,4
22/12/2023,27.7,81,1.6,5.0,5
23/12/2023,25.1,96,0.1,3.2,2
24/12/2023,28.4,82,32.6,0.0,4
25/12/2023,27.5,85,32.6,6.4,3
26/12/2023,27.5,85,1.1,3.5,4
27/12/2023,25.9,94,3.6,5.6,3
28/12/2023,26.6,93,137.1,2.8,2
29/12/2023,28.2,84,23.0,0.0,4
30/12/2023,28.3,86,3.1,2.4,3
31/12/2023,25.8,96,1.6,2.4,2
