Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-01-2024,24.9,28.6,25.3,95,33.2,0,4,160,2,N 
02-01-2024,23.9,30.8,27.3,86,45.4,,5,10,3,N 
03-01-2024,24.9,30.1,27.1,87,36.5,6.3,5,10,3,N 
04-01-2024,24.1,28.4,24.7,96,20.9,0.1,5,360,3,NW
05-01-2024,23.4,30.5,27.4,87,36.1,0,8,40,5,NE
06-01-2024,25.2,31,27.5,85,9.8,4.6,6,40,3,NE
07-01-2024,23.9,31.1,24.1,97,31.2,4.8,6,320,2,N 
08-01-2024,23.5,30.9,26.9,88,12.1,0,6,50,3,NE
09-01-2024,23.6,30,27.1,88,15.2,5,5,30,3,N 
10-01-2024,24.5,29.3,26.1,93,41.1,5.9,8,70,3,N 
11-01-2024,24.6,29.6,27.5,86,40.8,1.9,7,40,4,NE
12-01-2024,,29.5,24.9,94,,,6,350,2,N 
13-01-2024,23.6,29.9,26.7,87,22.2,,5,50,2,N 
14-01-2024,25,30.4,27.4,84,23,2.4,5,350,3,N 
15-01-2024,26,31.3,27.6,86,8888,3,7,40,4,N 
16-01-2024,25,29.2,26.4,90,4,3.9,6,50,3,N 
17-01-2024,24,31,27.7,83,21.7,0.5,9,50,4,NE
18-01-2024,25.9,29.5,27.1,86,8888,7.7,6,10,4,N 
19-01-2024,25.9,29.9,25.1,92,,0,5,10,3,N 
20-01-2024,22.8,26.1,24.6,93,88.3,0,4,350,2,N 
21-01-2024,23.4,31.2,27.3,83,0.7,0,5,80,3,N 
22-01-2024,24.4,30.8,27.8,83,0,9.1,6,70,3,N 
23-01-2024,25.2,31.4,27.5,85,0,9.5,7,50,3,N 
24-01-2024,25.2,31.2,27.5,87,8888,6.6,8,50,4,E 
25-01-2024,25.4,30.7,27.2,87,3.7,5.1,8,40,4,NE
26-01-2024,24.9,31.4,28.4,80,0.8,1.5,9,40,6,NE
27-01-2024,26.8,32,28.4,79,,5.9,10,50,5,NE
28-01-2024,26.2,31.7,28.2,79,0,8.9,9,50,6,NE
29-01-2024,26.2,31.7,28.2,78,,9.3,9,40,5,NE
30-01-2024,26.2,31.5,28.1,77,0,8.3,8,40,5,NE
31-01-2024,26,31.6,27.8,82,0,7.2,8,60,4,NE
