Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-03-2019,26.6,31.9,28.6,74,0.0,5.1,5,50,4,NE
02-03-2019,26.4,31.9,28.4,68,0.0,9.5,5,40,3,NE
03-03-2019,24.0,31.3,27.1,76,0.0,9.2,5,50,2,NE
04-03-2019,24.6,31.8,27.6,76,0.0,9.5,7,40,2,NE
05-03-2019,24.8,31.8,27.9,77,0.0,7.9,5,30,2,NE
06-03-2019,25.2,31.8,28.6,80,0.0,9.5,5,60,2,C 
07-03-2019,25.3,32.8,28.8,80,0.0,0.8,4,30,2,NE
08-03-2019,25.3,32.3,29.3,73,0.0,8.8,4,50,2,NE
09-03-2019,25.6,32.4,28.3,81,0.0,7.8,5,50,2,NE
10-03-2019,25.9,31.8,28.2,80,0.0,9.9,4,60,1,C 
11-03-2019,25.4,32.8,28.4,77,0.0,7.3,3,30,1,C 
12-03-2019,25.0,33.9,28.0,78,0.0,3.7,3,40,1,C 
13-03-2019,25.0,32.6,28.8,80,0.0,5.9,5,60,2,NE
14-03-2019,25.8,32.7,28.5,73,0.0,9.9,6,50,2,NE
15-03-2019,24.3,32.8,28.1,71,0.0,8.9,5,40,2,NE
16-03-2019,23.2,33.0,27.6,72,0.0,10.4,5,40,3,N 
17-03-2019,24.1,32.4,28.7,72,0.0,10.2,4,50,2,NE
18-03-2019,24.2,32.3,28.4,70,0.0,7.4,5,50,2,NE
19-03-2019,25.8,32.4,29.0,68,0.0,10.6,7,50,3,NE
20-03-2019,26.5,32.7,29.2,70,0.0,9.9,7,40,3,NE
21-03-2019,26.8,34.5,29.3,71,0.0,8.8,6,60,2,NE
22-03-2019,25.0,33.1,28.4,78,9.2,7.2,5,0,1,C 
23-03-2019,25.0,32.8,28.3,82,0.0,10.1,4,50,2,NE
24-03-2019,25.7,32.9,28.8,78,0.0,9.3,5,60,2,NE
25-03-2019,25.6,32.6,29.0,76,0.0,7.4,5,50,3,NE
26-03-2019,27.0,33.0,29.8,73,0.0,8.6,8,50,4,NE
27-03-2019,27.5,33.1,29.6,74,0.0,8.3,8,50,3,NE
28-03-2019,27.4,33.0,29.4,73,0.0,9.9,4,50,1,C 
29-03-2019,25.0,34.2,29.5,76,0.0,3.7,3,110,1,C 
30-03-2019,23.4,30.7,25.2,92,4.5,9.1,4,200,0,C 
31-03-2019,23.3,31.2,28.3,85,0.2,0.0,6,200,1,C 
