Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-10-2010,25,31.4,27.6,83,0.0,4.5,5,225,2,S 
02-10-2010,25,32.2,27.8,86,6.3,7.5,7,180,3,SW
03-10-2010,24,31.9,27.6,84,0.5,2.3,5,180,2,S 
04-10-2010,25,31.6,27.1,89,61.2,4.3,7,225,2,W 
05-10-2010,25,32.2,26.9,93,14.2,5.5,5,135,1,SE
06-10-2010,24,31.4,27.6,85,0.0,4.4,4,270,2,W 
07-10-2010,25,28.6,27.2,86,0.0,0.0,4,180,2,S 
08-10-2010,24,32.4,28.3,83,0.0,4.0,3,90,1,N 
09-10-2010,25,33.4,28.4,84,1.2,5.8,3,45,1,W 
10-10-2010,24,32.5,27.9,74,1.2,5.9,6,270,2,W 
11-10-2010,24,33.9,29.0,76,0.0,7.0,6,180,2,W 
12-10-2010,23,31.0,28.0,86,9.9,2.4,5,135,2,W 
13-10-2010,24,29.6,26.2,86,9.9,0.0,4,225,1,SW
14-10-2010,25,32.5,28.6,80,0.0,6.6,5,225,2,W 
15-10-2010,24,33.5,29.0,74,0.0,6.0,6,270,2,W 
16-10-2010,25,33.7,29.1,79,0.0,6.0,5,225,2,W 
17-10-2010,24,31.7,27.6,87,0.0,2.7,5,135,2,S 
18-10-2010,23,32.8,27.8,84,0.1,5.7,7,135,2,W 
19-10-2010,25,32.8,27.2,88,4.6,2.3,6,135,1,NW
20-10-2010,26,31.2,26.9,88,4.6,1.1,3,90,0,E 
21-10-2010,23,31.9,27.0,91,4.6,2.7,5,225,1,SW
22-10-2010,26,31.2,26.6,92,16.1,2.3,4,888,0,W 
23-10-2010,24,32.2,27.8,84,0.0,3.7,5,135,2,NE
24-10-2010,24,29.2,26.1,92,19.8,0.0,4,225,2,SW
25-10-2010,24,29.2,26.8,88,4.6,0.0,7,225,2,E 
26-10-2010,24,31.2,27.7,81,4.6,2.8,7,270,3,SW
27-10-2010,23,29.4,26.8,84,4.6,0.0,4,270,1,SW
28-10-2010,24,32.2,27.9,82,0.0,4.3,4,270,2,W 
29-10-2010,24,32.2,27.1,84,13.9,6.7,4,270,2,W 
30-10-2010,24,30.7,25.8,87,13.4,3.5,9,270,2,N 
31-10-2010,24,30.4,26.9,86,0.0,2.3,5,270,4,W 
