Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-07-2016,27.2,32.4,29.6,80,0.0,9.0,4,150,2,SE
02-07-2016,26.4,32.9,29.6,81,0.0,6.9,5,140,3,SE
03-07-2016,26.9,33.1,29.9,79,0.0,6.7,6,110,3,SE
04-07-2016,27.4,33.7,30.0,76,0.0,9.8,5,140,3,SE
05-07-2016,26.0,33.0,29.9,79,0.0,8.7,7,140,4,SE
06-07-2016,26.5,31.6,27.6,89,0.0,5.9,5,140,1,N 
07-07-2016,24.6,32.4,28.8,81,30.9,3.2,7,170,3,S 
08-07-2016,24.9,32.6,28.3,80,1.6,10.6,8,280,3,S 
09-07-2016,25.2,32.8,29.1,77,1.5,8.4,7,120,4,SE
10-07-2016,25.4,33.5,29.5,78,0.0,8.4,8,190,3,S 
11-07-2016,25.7,30.0,26.6,91,0.0,5.6,4,270,1,N 
12-07-2016,25.0,32.4,29.2,82,5.6,2.8,4,140,2,SE
13-07-2016,26.4,31.2,25.6,94,0.0,7.8,8,280,1,N 
14-07-2016,23.8,30.0,25.8,95,67.0,2.7,6,270,1,N 
15-07-2016,24.0,30.3,26.6,89,30.0,2.7,6,150,2,N 
16-07-2016,24.4,31.6,27.8,83,1.6,3.6,4,300,1,N 
17-07-2016,24.5,31.9,27.4,85,4.5,4.6,6,70,1,N 
18-07-2016,24.8,30.8,27.1,88,0.0,5.5,5,260,2,W 
19-07-2016,24.8,31.2,27.6,82,10.8,3.7,7,250,3,W 
20-07-2016,24.0,30.1,26.4,90,17.3,4.0,5,200,2,C 
21-07-2016,24.0,30.7,27.2,86,22.8,1.2,3,200,1,C 
22-07-2016,24.2,29.0,25.2,92,0.0,2.9,5,230,1,N 
23-07-2016,23.8,28.8,26.7,89,9.2,1.2,6,100,2,N 
24-07-2016,24.0,30.4,26.5,87,9.2,2.7,9,190,2,C 
25-07-2016,24.6,29.4,26.9,85,8.0,5.3,4,190,1,N 
26-07-2016,24.6,29.8,24.8,93,0.2,0.0,4,200,1,N 
27-07-2016,23.2,31.4,28.1,83,32.0,1.4,4,130,2,N 
28-07-2016,24.2,31.2,26.6,87,0.0,8.3,7,180,2,N 
29-07-2016,23.7,31.4,28.1,81,21.5,6.5,7,190,2,S 
30-07-2016,25.2,31.4,27.8,86,0.0,4.2,4,180,1,N 
31-07-2016,24.6,32.2,27.6,84,0.0,1.9,3,140,1,N 
