Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-02-2023,23.9,30.3,26.3,86,13.4,0,6,360,4,N 
02-02-2023,24.2,30.5,26.1,91,0,5.3,5,50,2,N 
03-02-2023,22.6,30.8,25.9,92,14.6,5.1,7,40,3,N 
04-02-2023,23.6,26.6,24.5,96,18.7,5.4,5,350,2,N 
05-02-2023,23.6,31.6,25.8,92,25,0.7,5,50,2,N 
06-02-2023,24,30.8,27.1,82,24.2,6,5,330,2,NW
07-02-2023,,30,,,,5.3,7,50,4,NE
08-02-2023,23.7,30.6,27.3,87,0,4.7,8,50,4,NE
09-02-2023,24.6,30.4,27.1,84,,5.4,6,60,3,NE
10-02-2023,24.2,30.8,26.4,85,8888,4.6,6,240,3,N 
11-02-2023,23.4,30.4,27.4,86,29.6,5.3,7,50,3,N 
12-02-2023,,29.1,24.5,96,3.7,4.5,6,60,2,N 
13-02-2023,23,30.2,26.8,87,23,0.7,7,40,3,NE
14-02-2023,,30.4,26.3,88,,4.5,7,50,3,N 
15-02-2023,23.6,28.4,26.1,89,62.9,5.5,5,30,4,NE
16-02-2023,21.6,30.2,26.5,82,24.2,0.9,8,50,4,N 
17-02-2023,,30.2,29.1,69,0,9,8,50,5,NE
18-02-2023,25.2,31.4,27.5,83,0,7.7,9,50,5,NE
19-02-2023,,31.2,27.5,81,,9.7,9,40,5,NE
20-02-2023,,30.8,27.5,79,0,8.8,7,50,4,N 
21-02-2023,25.4,31,27.6,78,0,3.7,9,50,5,NE
22-02-2023,,31.3,27.8,78,,9,9,50,5,NE
23-02-2023,25.8,31.2,27.8,76,8888,4.8,7,20,4,NE
24-02-2023,25.6,31.2,27.8,73,0,4.3,8,30,4,N 
25-02-2023,25.2,30.9,27.3,78,0,7.6,6,30,5,N 
26-02-2023,25.4,31.2,27.9,76,0,5.3,8,40,5,N 
27-02-2023,,30.8,27,84,0.4,5.4,8,30,5,N 
28-02-2023,24.9,28.2,25.5,94,3.3,3.1,5,30,3,N 
