Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-03-2024,26.7,32.0,29.0,81,0.0,9.8,7,40,4,NE
02-03-2024,27.2,31.9,28.3,83,0.0,5.2,9,50,4,NE
03-03-2024,25.8,30.2,27.3,89,5.7,5.6,7,40,3,N 
04-03-2024,24.9,31.4,27.3,87,30.6,2.3,8,40,4,NE
05-03-2024,24.2,31.6,26.6,90,87.8,2.6,5,80,2,C 
06-03-2024,25.0,31.7,28.3,86,3.1,2.3,4,80,2,C 
07-03-2024,25.1,32.0,29.0,82,0.0,4.7,6,60,3,NE
08-03-2024,27.0,30.2,26.7,89,0.0,8.0,3,320,2,N 
09-03-2024,24.3,31.6,28.7,81,84.5,0.5,7,70,4,NE
10-03-2024,26.7,30.6,28.1,80,0.0,5.1,8,40,4,N 
11-03-2024,26.7,32.1,28.9,75,1.0,2.2,5,20,3,N 
12-03-2024,26.8,33.2,28.8,75,0.0,6.9,8,40,4,N 
13-03-2024,26.3,33.0,29.0,73,0.0,4.6,8,50,4,NE
14-03-2024,26.2,32.6,28.6,78,0.0,9.1,8,40,4,NE
15-03-2024,25.9,31.6,28.6,75,0.0,6.0,8,50,4,NE
16-03-2024,26.3,32.5,29.0,76,0.0,4.2,9,60,5,NE
17-03-2024,26.0,32.9,29.1,75,0.0,10.3,9,50,5,NE
18-03-2024,25.9,33.0,29.4,76,0.0,9.8,7,60,4,NE
19-03-2024,26.6,33.0,29.6,75,0.0,10.6,8,60,6,NE
20-03-2024,27.6,32.3,29.4,76,0.0,8.6,10,40,6,NE
21-03-2024,27.9,32.8,29.2,76,0.0,5.2,8,60,5,NE
22-03-2024,27.4,32.6,29.3,71,0.0,5.3,11,70,5,NE
23-03-2024,27.5,32.8,29.3,75,0.0,9.3,7,80,4,NE
24-03-2024,27.3,33.0,29.7,75,0.0,9.5,7,40,5,NE
25-03-2024,27.7,33.3,29.9,74,0.0,10.1,8,50,4,NE
26-03-2024,27.6,33.4,29.8,75,0.0,10.2,8,60,5,NE
27-03-2024,27.4,32.6,29.7,76,0.0,10.5,7,60,4,NE
28-03-2024,27.3,33.6,29.3,77,0.0,6.7,7,40,4,E 
29-03-2024,26.7,33.2,29.5,79,0.0,8.5,6,60,3,E 
30-03-2024,27.0,32.5,28.7,83,1.6,6.9,6,70,2,E 
31-03-2024,26.6,32.2,29.0,79,6.2,5.0,5,90,2,C 
