Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-06-2020,25.3,30.8,26.6,90,4.3,7.6,6,220,2,C 
02-06-2020,24.5,33.0,27.4,90,4.3,3.0,4,160,1,C 
03-06-2020,23.6,31.4,27.4,89,40.0,6.3,5,140,2,S 
04-06-2020,24.7,32.1,28.2,83,3.8,5.2,5,120,3,SW
05-06-2020,24.6,30.7,27.1,91,2.2,5.2,6,190,3,S 
06-06-2020,22.6,29.6,26.1,89,29.7,2.8,3,160,1,C 
07-06-2020,23.1,34.4,27.9,86,0.7,0.0,3,170,1,C 
08-06-2020,25.2,32.6,28.5,85,0.5,3.2,3,100,1,C 
09-06-2020,25.0,32.5,29.2,82,17.9,4.6,6,150,3,SE
10-06-2020,26.7,33.0,29.4,79,0.0,7.5,6,140,3,C 
11-06-2020,23.7,32.7,28.3,80,0.0,7.5,6,140,2,SE
12-06-2020,25.8,32.1,28.2,87,1.6,7.2,5,150,2,S 
13-06-2020,23.8,28.2,25.0,95,13.2,1.2,4,160,1,C 
14-06-2020,23.7,32.3,27.9,86,10.4,0.0,6,160,3,S 
15-06-2020,23.6,32.6,28.8,84,10.4,4.2,6,130,2,C 
16-06-2020,25.5,30.9,28.0,86,10.4,6.8,3,130,1,C 
17-06-2020,24.8,30.0,27.2,89,6.8,1.7,5,240,1,C 
18-06-2020,25.0,30.8,27.5,84,5.4,1.7,4,230,1,C 
19-06-2020,23.6,31.5,27.1,90,27.8,1.6,5,200,2,S 
20-06-2020,22.9,31.8,26.6,94,56.4,2.0,5,250,2,C 
21-06-2020,23.3,27.6,25.3,92,11.2,0.9,4,190,2,C 
22-06-2020,23.0,33.0,26.8,89,4.0,0.0,4,190,2,S 
23-06-2020,23.4,29.0,25.2,94,32.4,0.4,5,290,2,S 
24-06-2020,23.5,26.7,26.1,93,9.0,1.0,6,180,2,S 
25-06-2020,23.6,31.2,27.3,85,4.3,0.0,6,150,2,C 
26-06-2020,23.7,32.7,28.4,84,4.3,1.7,5,190,3,SE
27-06-2020,24.8,31.6,28.6,84,0.0,4.7,5,160,2,S 
28-06-2020,25.8,31.8,29.1,79,0.0,0.2,5,150,3,S 
29-06-2020,27.0,32.6,28.9,80,0.0,7.6,7,170,3,S 
30-06-2020,23.8,32.2,28.9,80,4.4,4.9,7,130,3,SE
