Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-04-2020,24.7,34.1,29.0,79,0.0,7.8,7,50,3,NE
02-04-2020,26.0,33.7,29.4,79,0.0,9.9,7,30,4,NE
03-04-2020,26.8,33.2,29.8,75,0.0,9.0,7,60,3,NE
04-04-2020,26.5,33.3,29.5,79,0.0,9.4,7,60,3,NE
05-04-2020,25.6,33.9,29.2,80,0.0,4.5,7,50,3,NE
06-04-2020,25.7,32.4,28.9,80,0.0,6.3,5,230,2,C 
07-04-2020,23.2,31.6,26.8,88,62.3,4.0,3,40,2,NE
08-04-2020,24.0,33.6,28.6,82,62.3,1.2,7,60,3,NE
09-04-2020,25.8,32.8,29.3,78,0.0,9.1,8,50,3,NE
10-04-2020,24.1,32.5,28.4,78,0.0,7.5,5,40,3,NE
11-04-2020,25.6,32.4,28.5,84,0.2,8.1,7,150,2,C 
12-04-2020,25.6,32.4,28.8,82,1.0,3.3,5,50,3,NE
13-04-2020,23.2,32.4,27.9,87,32.4,3.8,7,40,4,NE
14-04-2020,24.4,32.8,29.6,73,0.0,6.4,8,50,3,NE
15-04-2020,26.0,33.3,29.6,74,0.0,7.7,8,50,4,NE
16-04-2020,27.5,32.9,29.9,69,0.0,10.2,7,60,4,NE
17-04-2020,25.1,33.0,29.0,79,0.0,10.2,5,40,2,NE
18-04-2020,25.5,33.2,29.1,78,0.0,7.7,7,60,3,NE
19-04-2020,25.8,34.0,29.5,76,0.0,7.2,6,50,4,NE
20-04-2020,27.2,33.5,30.4,74,0.0,9.7,6,40,4,NE
21-04-2020,25.9,33.9,28.8,80,0.0,10.0,6,100,2,E 
22-04-2020,26.3,33.6,29.2,80,0.0,5.2,5,70,2,C 
23-04-2020,25.6,33.4,27.4,89,0.0,5.8,4,200,1,C 
24-04-2020,24.8,33.2,28.0,86,7.5,5.3,5,70,1,C 
25-04-2020,25.2,32.6,28.2,81,0.5,4.5,5,180,2,C 
26-04-2020,25.1,32.8,28.5,80,2.0,5.5,4,200,1,C 
27-04-2020,25.8,29.8,28.0,83,0.2,3.1,6,230,2,C 
28-04-2020,25.0,33.8,27.4,90,4.0,1.0,6,90,2,C 
29-04-2020,24.2,32.2,27.0,90,41.6,3.1,3,70,1,C 
30-04-2020,25.2,30.5,27.3,93,15.8,6.3,3,250,1,C 
