Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-07-2019,,32.6,28.9,78,8888,5.3,8,130,3,SE
02-07-2019,26,32.9,28.9,80,0,9.8,6,110,4,SE
03-07-2019,27,33.2,29.5,78,0,9.3,5,150,2,SE
04-07-2019,27,32.7,28.4,81,8888,6.4,5,190,1,C 
05-07-2019,25,32.8,29.3,81,8888,2.9,5,160,2,SE
06-07-2019,26,34,28.8,80,0,9.7,5,110,2,C 
07-07-2019,26,32.8,28.2,84,0,9.3,4,130,2,C 
08-07-2019,26,33.1,27.8,86,2.8,5.1,5,200,2,C 
09-07-2019,23,30.5,25.7,93,28.6,6.1,5,210,2,SE
10-07-2019,24,32,28.6,77,3.5,3.6,5,150,3,SE
11-07-2019,26,32.8,29.5,69,0,8.9,7,130,3,SE
12-07-2019,25,33.1,28.3,79,0,11.4,5,130,2,S 
13-07-2019,25,32.8,28.3,83,0,7.4,7,210,2,SE
14-07-2019,25,32.3,28.6,80,0,10.2,6,150,3,SE
15-07-2019,26,29.4,26.8,86,0,8.8,5,200,2,S 
16-07-2019,,31.8,28.5,74,4.4,,6,150,2,SE
17-07-2019,25,32.1,28.5,74,0,7.2,6,150,3,SE
18-07-2019,26,32.2,28.7,74,0,6.4,4,140,2,SE
19-07-2019,25,32,27.6,83,0,7.1,6,170,2,C 
20-07-2019,25,32.4,29,75,1,6.3,4,150,2,SE
21-07-2019,,32,27.7,84,0,7.7,4,240,2,S 
22-07-2019,26,32,27.3,81,0,2.8,4,140,1,C 
23-07-2019,24,31.7,27.4,84,4.9,2.8,5,130,1,C 
24-07-2019,25,32.8,28.3,82,8888,3.3,6,200,2,C 
25-07-2019,25,32.2,27.9,79,8888,5.6,4,150,1,C 
26-07-2019,,33,28.2,76,0,4.4,4,120,2,SE
27-07-2019,24,32.8,28.4,80,0,7.3,5,130,2,SE
28-07-2019,25,32.7,27.9,86,0,7.3,6,140,3,SE
29-07-2019,25,32.7,28.5,81,0,8.3,5,160,2,SE
30-07-2019,26,32.6,28.8,77,0,8.6,5,150,3,S 
31-07-2019,26,33,29.3,69,0,9.2,6,150,3,S 
