Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-04-2019,24,32.3,27,88,5.6,2.4,6,210,1,C 
02-04-2019,24.8,31.3,28.3,82,8888,3.2,4,130,1,C 
03-04-2019,,31,26.3,85,9,1.4,3,360,1,C 
04-04-2019,23.4,32.5,28.4,82,0.2,2.2,5,40,2,N 
05-04-2019,25.4,32.4,28.8,74,0,8.8,4,60,2,NE
06-04-2019,24.6,32.2,28.2,73,0,9,6,50,2,NE
07-04-2019,24,32.8,28.3,75,0,10.7,6,50,3,NE
08-04-2019,24,32.6,28.6,78,0,10.7,6,50,3,NE
09-04-2019,26.6,32.9,29.6,75,,8.4,5,50,2,NE
10-04-2019,27.6,33,28.9,81,0,8.5,3,50,1,C 
11-04-2019,25.8,30.2,27,92,2.3,4.6,3,60,0,C 
12-04-2019,24.9,32.2,27.4,86,9.3,0,3,60,0,C 
13-04-2019,24.1,33.3,28.4,81,2.6,2.2,3,90,1,C 
14-04-2019,25.6,,28,88,,5.8,3,80,1,C 
15-04-2019,,33.3,28,83,4.6,0,3,60,1,C 
16-04-2019,23.8,34,29.5,76,0,7.9,3,90,1,C 
17-04-2019,25.4,33.6,29,79,0,10.9,4,30,2,C 
18-04-2019,24.9,34.1,29.6,78,0,10.5,5,50,1,C 
19-04-2019,25.8,34.2,29.3,80,0,10.7,4,50,1,C 
20-04-2019,26,31.6,27.8,88,0,8.7,3,180,1,C 
21-04-2019,25.2,34.4,29.3,79,1.4,1.2,3,120,1,C 
22-04-2019,25.2,32.6,27.7,88,0.4,8.2,4,300,1,C 
23-04-2019,25.3,32.4,28.1,86,3.7,5.2,4,40,1,C 
24-04-2019,26.2,31.5,28,89,1.1,3.8,3,180,0,C 
25-04-2019,25.4,33,27.6,91,1.4,1.5,2,220,0,C 
26-04-2019,25.9,28.8,25.8,94,12.7,4.4,5,230,1,C 
27-04-2019,24.8,31,27.3,87,5.7,0.1,9,220,2,C 
28-04-2019,23.9,34,28.6,78,0.4,1.4,4,60,1,C 
29-04-2019,25.4,33,29.6,83,8888,2,6,70,2,NE
30-04-2019,,33.2,27.8,84,0,5,4,200,1,C 
