Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-08-2013,23,29.4,25.8,86,8.6,4.2,5,170,3,S 
02-08-2013,23,29.8,25.9,83,0,0,7,180,3,S 
03-08-2013,23,32.2,27.7,82,0,0.5,6,120,4,SE
04-08-2013,25,29.8,27,85,0,5,9,180,4,S 
05-08-2013,25,29.9,26.5,88,0,1.3,10,270,5,W 
06-08-2013,23,32,27.1,85,0.8,1.8,7,170,4,S 
07-08-2013,24,31.2,27,86,0,4.9,7,190,4,S 
08-08-2013,24,28.4,25.9,88,0,6.2,6,160,3,S 
09-08-2013,25,30.7,26.6,86,0,0,18,270,4,SE
10-08-2013,24,30.7,26.7,81,19.7,2.5,7,180,4,S 
11-08-2013,22,30.3,25.6,86,0,2.9,5,200,3,SW
12-08-2013,23,31.9,26.8,83,8888,0.6,6,190,4,SE
13-08-2013,23,29.4,26.5,80,0,2.5,6,200,4,S 
14-08-2013,21,29.7,27.4,84,0,0.2,7,150,3,SE
15-08-2013,24,31.2,27.3,84,0,1,7,120,3,S 
16-08-2013,23,31.3,27,82,0,3.9,6,170,4,SE
17-08-2013,24,31.7,27.3,84,0,4.6,5,210,3,S 
18-08-2013,24,31.2,26.8,84,0,5,6,120,3,SE
19-08-2013,24,31.8,27.1,82,0,2.1,7,170,4,SE
20-08-2013,24,30.8,26.8,84,0,4.9,7,200,4,S 
21-08-2013,24,30.4,26.2,88,0,1,9,180,4,SE
22-08-2013,23,32,27.9,81,0,2.3,7,130,5,SE
23-08-2013,26,32.4,28.3,73,0,5.2,8,190,4,SE
24-08-2013,25,32.2,28,76,0,6.5,9,130,5,SE
25-08-2013,25,32.5,27.3,82,0,6.6,8,150,5,SE
26-08-2013,26,32,27.4,82,0,4.2,9,130,4,S 
27-08-2013,25,32.2,27.5,82,0,3.4,9,120,4,SE
28-08-2013,26,31.8,28.1,81,0,5,9,120,5,SE
29-08-2013,26,31.8,27.8,83,0,2.6,6,110,4,SE
30-08-2013,25,32,26.6,87,0,2.4,6,110,4,SE
31-08-2013,25,31.4,26.8,84,0,4.6,8,180,4,SE
