Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-03-2013,25,31.6,28.3,84,0,5.5,10,50,5,NE
02-03-2013,26,31.6,28.5,83,0,6.2,11,40,6,NE
03-03-2013,26,31.6,28.3,80,0,4.4,11,20,5,N 
04-03-2013,26,31.8,28.1,74,0,3.8,11,40,6,N 
05-03-2013,26,31.6,27.8,80,0,5.5,9,30,5,NE
06-03-2013,24,31.2,28,79,0,4.2,9,50,6,NE
07-03-2013,25,31.8,27.9,79,0,5.3,9,50,6,NE
08-03-2013,25,31.6,28.5,78,0,6.8,12,40,7,NE
09-03-2013,25,31.7,27.6,79,0,5.6,10,40,6,NE
10-03-2013,25,31.4,28.2,78,0,5.6,8,40,5,N 
11-03-2013,26,31.2,28.3,79,0,5.9,8,50,5,NE
12-03-2013,25,31.4,27.3,78,0,5.8,6,40,4,NE
13-03-2013,24,31.6,27.5,80,0,6.6,8,50,5,NE
14-03-2013,24,31.6,28.7,76,0,6.2,11,40,6,NE
15-03-2013,26,31.8,28.8,73,0,5,9,30,5,NE
16-03-2013,25,32,27.9,80,0,7,9,40,6,NE
17-03-2013,22,32.3,28.1,81,0,6.5,7,40,4,NE
18-03-2013,26,31.6,28.5,74,0,2.8,9,60,5,NE
19-03-2013,26,32.2,28.2,76,0,5,11,50,6,NE
20-03-2013,26,31.6,29.2,72,0,6.2,5,50,3,E 
21-03-2013,27,33.3,28.6,76,0,4,5,100,3,E 
22-03-2013,26,32.2,28.6,81,0,4,7,40,3,E 
23-03-2013,26,32.4,28.6,80,0,2,6,50,4,NE
24-03-2013,25,32.8,28.4,81,0,4.1,10,50,5,NE
25-03-2013,26,33.2,28.2,83,10.5,4.1,7,130,4,N 
26-03-2013,25,32.6,27.9,82,0,3,3,130,3,S 
27-03-2013,25,32.7,27,88,0,3.2,5,230,3,S 
28-03-2013,24,31.9,28.3,84,0,3,4,110,3,NE
29-03-2013,25,32.8,29,82,0,0.2,7,50,4,NE
30-03-2013,25,32.8,28.7,80,0,3.4,6,30,5,NE
31-03-2013,26,33.2,29.2,80,0,5.8,6,60,4,E 
