Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-10-2012,24,32.5,27.7,87,11.6,4.8,5,200,3,E 
02-10-2012,23,31.8,28.5,78,0,5,7,200,4,SW
03-10-2012,24,32.6,28,81,0,3.6,6,190,4,S 
04-10-2012,25,32.1,27.6,82,0,5,5,270,3,SW
05-10-2012,25,30.2,27,82,0,3.7,6,170,4,S 
06-10-2012,25,32,26.9,88,8888,0,5,190,3,W 
07-10-2012,25,30.2,26,89,0,3,8,220,5,S 
08-10-2012,23,32.5,27.5,82,0,0.9,6,190,4,S 
09-10-2012,24,32.4,27.3,87,0,5.8,5,130,3,SE
10-10-2012,25,32.4,28.3,81,0,4.2,4,70,3,E 
11-10-2012,25,31.1,27.7,83,0,2.8,4,320,3,N 
12-10-2012,25,31.6,28.3,83,0,2,7,60,4,NE
13-10-2012,25,31.4,26.2,90,0,4.7,6,190,4,S 
14-10-2012,23,31.1,27.1,86,0,1.3,4,60,3,SE
15-10-2012,25,32,28.2,80,0,3.2,3,180,3,S 
16-10-2012,25,31.8,27.6,85,3.7,3,10,140,4,SE
17-10-2012,25,32,27.3,84,0,3,5,40,3,NE
18-10-2012,25,31.1,26.4,86,8888,2.6,3,350,2,NE
19-10-2012,25,29.4,25.8,90,0,1.8,5,210,3,NW
20-10-2012,23,31,27.6,83,0.5,2,7,190,4,NW
21-10-2012,25,31,26.2,90,0,6.2,6,130,3,SE
22-10-2012,25,32.4,27.9,82,0,1.6,5,50,3,NW
23-10-2012,24,32.9,28.1,80,0,4.6,4,290,3,E 
24-10-2012,25,32.7,28.4,78,0,6.2,5,320,3,E 
25-10-2012,26,32.1,29.6,72,0,3.4,7,80,4,NE
26-10-2012,26,32.5,28.9,76,0,6.6,9,60,6,NE
27-10-2012,26,32.2,28.9,74,0,6.3,7,50,4,NE
28-10-2012,23,32.3,29.4,72,0,3.4,8,70,6,NE
29-10-2012,25,32.4,28.3,78,8888,7,6,50,4,NE
30-10-2012,25,31.4,27.6,82,0,3.4,7,50,3,NE
31-10-2012,26,31.2,26.3,89,0,3.8,8,30,3,NE
