Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-12-2011,24,29.2,27.3,86,12.5,2.4,7,360,3,N 
02-12-2011,24,28.4,24.9,94,17.4,0,4,360,1,N 
03-12-2011,24,30.4,26.2,86,8.7,5.1,7,45,2,NE
04-12-2011,25,30.5,27.5,82,0,7.4,7,45,2,E 
05-12-2011,24,29.7,26.8,77,0,3.8,5,360,2,N 
06-12-2011,25,31.4,27.6,78,0,6.2,5,90,3,E 
07-12-2011,25,31.4,28.3,76,0,6,6,45,3,NE
08-12-2011,24,30.5,27.4,85,1,2.8,5,45,2,E 
09-12-2011,25,31.4,27.2,86,3.2,7.5,8,45,3,NE
10-12-2011,23,30.8,27.7,80,29.7,6.8,9,45,4,NE
11-12-2011,23,27.8,24.3,94,40.3,0,3,45,1,NE
12-12-2011,24,27.8,25.9,88,0,0,5,45,2,N 
13-12-2011,25,31.2,27.8,76,0,7,8,45,5,NE
14-12-2011,24,31,27,84,27.3,6.2,8,45,2,E 
15-12-2011,25,30.6,27.3,85,0,2.6,3,315,1,NE
16-12-2011,25,31.6,27.3,84,1.2,6.3,5,360,2,NW
17-12-2011,24,29.8,26.8,86,4.3,2.7,10,45,4,NE
18-12-2011,25,29.9,27.1,84,18.5,3.7,10,45,4,NE
19-12-2011,23,27.2,25.6,90,25.6,0,7,360,3,N 
20-12-2011,24,28,25.9,88,2.5,0,5,315,2,NE
21-12-2011,25,29.8,27,82,0,1.7,4,315,1,NW
22-12-2011,25,29.8,26.3,87,8888,0,5,360,2,N 
23-12-2011,26,29.6,27.2,86,8888,0,9,360,4,NE
24-12-2011,23,28.5,26.6,88,53.7,0.6,10,360,4,NE
25-12-2011,24,28,26,87,1.6,0,9,45,6,NE
26-12-2011,25,29.8,27.2,77,0,2.3,8,45,6,NE
27-12-2011,25,30.4,27.3,80,2.2,3.5,8,360,4,NE
28-12-2011,25,28.4,26.1,89,0.2,0,9,360,4,NE
29-12-2011,23,28.1,26.2,85,0,0.6,6,360,2,N 
30-12-2011,24,31.3,27.1,80,8888,6.6,6,360,3,S 
31-12-2011,24,32,27.2,82,0,7.9,5,45,2,NE
