Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-02-2011,24,27.9,25.4,90,1.4,1.1,9,360,3,NE
02-02-2011,24,29.9,26.3,83,3.2,5.6,9,45,5,NE
03-02-2011,25,29.7,26.6,82,0,4.9,9,45,4,NE
04-02-2011,24,30.1,26.3,78,0,7.9,10,45,5,NE
05-02-2011,24,30.1,26.4,78,0,7.6,9,45,5,NE
06-02-2011,24,30.4,26.6,77,0,7.5,9,45,4,E 
07-02-2011,24,29.7,26.1,78,0,7,10,45,4,E 
08-02-2011,23,30,26.3,79,0,6.5,9,45,4,NE
09-02-2011,24,29.8,26,84,0,3.4,6,45,3,NE
10-02-2011,25,30.4,27,82,0,8,8,45,4,E 
11-02-2011,25,30.4,27,80,0,8,9,45,5,E 
12-02-2011,25,30.7,27.2,81,0,8,9,45,4,NE
13-02-2011,25,31,27.2,80,0,8,10,45,6,E 
14-02-2011,25,31,27.3,76,0,6.6,10,45,4,E 
15-02-2011,25,30.9,27.1,82,0,5.7,9,45,4,E 
16-02-2011,25,30.9,27.2,81,0,4.2,8,45,4,NE
17-02-2011,25,31.4,27.5,81,0,8,10,45,4,NE
18-02-2011,25,31.7,27.1,82,0,5.2,8,45,4,NE
19-02-2011,25,30.1,27.2,81,4.3,1.8,6,360,2,NE
20-02-2011,24,29.7,26.9,83,0,0,5,360,2,NW
21-02-2011,25,32.4,27.4,69,0,5.1,5,360,3,N 
22-02-2011,25,31.6,27.5,79,0,7.8,10,45,4,E 
23-02-2011,26,31.1,27.7,78,0,7.8,10,45,6,E 
24-02-2011,24,31.1,27.3,80,8888,7.5,10,45,4,NE
25-02-2011,25,31.4,27.5,78,0,8,10,45,5,E 
26-02-2011,25,31.6,27.4,80,0,7.2,11,45,6,NE
27-02-2011,24,31,27.6,73,0,6.4,11,45,5,NE
28-02-2011,24,31.7,26.8,76,0,2.6,8,45,3,NE
