Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-07-2011,25,31.7,28.1,81,0,6.6,6,135,3,SE
02-07-2011,25,31.9,28.3,81,0,6.3,5,135,2,S 
03-07-2011,24,30.3,26.7,89,2.3,4.2,8,180,2,S 
04-07-2011,25,31.4,27.4,86,0,0,6,135,3,SE
05-07-2011,26,31.8,28.3,82,0,8,8,135,4,SE
06-07-2011,26,32.3,28.8,76,0,5.2,7,135,3,SE
07-07-2011,26,32.2,28.5,80,0,0.9,6,135,3,SE
08-07-2011,26,32.5,29.2,76,0,4.8,7,180,4,SE
09-07-2011,24,32.2,27.7,82,0,5.3,6,180,2,S 
10-07-2011,25,33.1,27.4,83,0,7.8,6,225,2,SW
11-07-2011,23,32.6,28,80,5,7.6,12,180,4,W 
12-07-2011,24,31.4,26.6,81,2,6.8,6,180,3,S 
13-07-2011,26,32.2,28.4,80,5.4,6.6,5,180,3,SW
14-07-2011,26,32,28.3,80,3.4,5,6,180,2,SE
15-07-2011,23,31.4,25.6,91,18.6,1.9,8,225,3,SW
16-07-2011,24,29,26,83,8888,6.7,7,180,3,SW
17-07-2011,25,31.5,27.3,80,1.8,4.7,7,135,2,SE
18-07-2011,26,31.8,28.3,77,0,6.3,7,180,3,SE
19-07-2011,25,32.2,28.2,80,0,5.9,7,180,2,SW
20-07-2011,25,32.7,27.8,84,0,3.1,6,180,3,SW
21-07-2011,25,33.6,28.3,81,0,3.9,5,180,3,S 
22-07-2011,23,30.7,27.4,81,23.4,6.6,9,225,2,N 
23-07-2011,24,31.4,27.2,84,0,4.4,7,180,2,S 
24-07-2011,24,32.2,28.1,82,5.6,6.5,5,135,3,SW
25-07-2011,23,30.8,26.6,83,3.1,6.3,6,180,2,S 
26-07-2011,25,31.2,26.6,91,5.7,0.9,6,135,2,S 
27-07-2011,22,31.2,26.5,86,67.8,0.2,7,180,3,N 
28-07-2011,26,31,27.9,81,3.1,2.4,9,180,4,S 
29-07-2011,27,31.5,28.5,75,0,0.2,8,180,5,S 
30-07-2011,27,31.8,28.7,74,0,0,9,135,5,SE
31-07-2011,26,31.5,28.5,74,0,5.2,8,135,5,SE
