Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-09-2011,26,31.7,28,85,8888,4.7,7,135,3,SE
02-09-2011,24,32,28.2,84,0.2,5.9,7,180,2,S 
03-09-2011,24,30.1,26.2,90,4.6,0.9,5,180,1,S 
04-09-2011,25,31.9,27.5,81,4.4,6.3,9,180,4,S 
05-09-2011,24,31.4,26.9,87,4.2,4.6,10,180,2,S 
06-09-2011,24,31.9,27.5,82,0,7.8,10,135,4,SE
07-09-2011,24,31.8,28,80,0,4.7,6,135,2,SE
08-09-2011,26,31.8,27.7,83,0,5.4,10,180,3,S 
09-09-2011,26,31.9,28.9,76,0,4.2,7,135,4,S 
10-09-2011,23,32,27.2,85,70.8,3.8,9,135,2,W 
11-09-2011,23,29.8,26.3,90,44.9,2.5,12,225,2,S 
12-09-2011,25,32.1,27.8,84,0,4.8,5,180,3,S 
13-09-2011,25,31.9,28.4,84,0.2,5.8,7,135,3,SE
14-09-2011,25,31.9,27.7,84,5.9,5.1,5,90,2,E 
15-09-2011,25,30.2,26.9,86,0,3,5,180,2,S 
16-09-2011,25,30.9,27.1,82,0,1.7,5,135,2,S 
17-09-2011,25,30.6,26.8,88,12.4,1.4,7,225,0,SE
18-09-2011,23,31.5,26.1,89,2.9,3.3,9,180,2,S 
19-09-2011,23,29.9,25.5,90,27,2.4,7,225,2,S 
20-09-2011,23,28.1,25.8,91,14.1,0,6,180,1,S 
21-09-2011,24,31.4,26.7,88,2.5,3.6,6,180,2,W 
22-09-2011,23,27.2,24.5,88,5.3,0,4,270,1,W 
23-09-2011,24,31.4,27.1,82,0,4.1,6,135,2,SE
24-09-2011,25,31.4,27.8,82,8888,5.7,6,135,2,SE
25-09-2011,22,32.2,27.8,86,4,4.7,13,180,3,NW
26-09-2011,24,28.8,25.7,87,2.5,0.1,6,225,3,S 
27-09-2011,23,30.5,26.8,83,1.3,0,6,180,2,S 
28-09-2011,24,31.6,26.9,83,0,5.2,5,180,2,S 
29-09-2011,26,31.6,28.5,83,0,4.3,5,135,3,SE
30-09-2011,23,31.5,27.9,80,3.9,3.7,14,225,0,NW
