Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-06-2017,24,30.2,27.7,83,29.8,7.4,4,190,2,S 
02-06-2017,24.8,31.6,28.4,79,8888,0.2,5,190,2,S 
03-06-2017,26,32.6,29.3,78,0.8,1.7,6,180,2,S 
04-06-2017,26.2,,29.5,80,0,9.1,6,150,3,SE
05-06-2017,22.2,33.2,29.7,80,0,7,5,160,3,SE
06-06-2017,27.8,33.6,29.2,78,0,7.6,6,260,2,S 
07-06-2017,26.5,33.2,29.3,79,0,7.6,6,130,3,E 
08-06-2017,27,33,29.4,77,8888,9,6,120,3,SE
09-06-2017,26.6,32.8,29.7,77,0,9.3,5,120,3,SE
10-06-2017,26.9,32.8,28.4,79,0,10.2,6,180,2,N 
11-06-2017,25.4,30.6,27.6,83,1,6.6,5,220,2,N 
12-06-2017,25.7,32.2,28.7,80,0.1,1.7,5,140,2,N 
13-06-2017,26.4,32.8,28.5,78,4.9,5.7,8,130,2,N 
14-06-2017,25.1,32,28,78,,5.1,6,210,2,N 
15-06-2017,25.3,,28.3,79,5,7.2,4,150,2,N 
16-06-2017,,,27.9,82,8888,7.9,4,20,1,N 
17-06-2017,24.8,33.2,28.3,78,16.3,6.5,6,130,2,N 
18-06-2017,25.2,,26.7,87,0.3,8.1,11,170,3,W 
19-06-2017,23.2,31.3,27.2,84,6.7,1.9,6,180,2,N 
20-06-2017,24.5,,28.3,77,8888,1.5,4,210,2,S 
21-06-2017,25.4,31.8,27.4,84,0,8.4,6,160,1,N 
22-06-2017,24.9,33,27.9,85,1.2,5,5,120,2,N 
23-06-2017,25.2,30.5,24.8,91,5.1,3.1,5,260,2,N 
24-06-2017,20,31.5,27.7,81,11.9,0,4,140,1,N 
25-06-2017,24.6,31.5,26.5,88,0,6.2,4,200,1,N 
26-06-2017,23,31.2,27.6,82,33,5.3,4,270,1,N 
27-06-2017,23.6,28.8,24.9,93,3.8,5.9,4,170,1,N 
28-06-2017,23.2,31.8,27.7,83,4.7,0,4,130,2,N 
29-06-2017,24.5,31.3,26.2,89,0,8.2,8,250,1,N 
30-06-2017,23.2,31.6,27.8,81,43.5,6.6,5,190,2,S 
