Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-10-2017,25,29.6,26.1,91,1.5,6.1,3,220,1,N 
02-10-2017,24.4,32.4,28.1,81,20.8,0.6,5,190,1,N 
03-10-2017,,31,26.8,88,,8.1,4,70,1,N 
04-10-2017,24.6,29.2,25.4,89,4.7,0.5,6,170,1,N 
05-10-2017,23,31,27,84,5.3,0.1,4,140,1,N 
06-10-2017,24.2,32.6,27.6,80,0,5.9,5,70,1,N 
07-10-2017,24.4,32.1,27.3,86,0,7.6,6,220,1,N 
08-10-2017,24.6,31.1,26.5,88,20.1,6.4,4,140,1,N 
09-10-2017,24.3,29.9,27,87,16.5,3,4,330,1,N 
10-10-2017,23.3,30.9,26.9,87,64.5,0.6,5,140,2,N 
11-10-2017,24.8,32.4,27.4,84,5.6,2.2,4,220,2,N 
12-10-2017,,28,26,92,8888,2.7,6,290,1,N 
13-10-2017,,31,27.2,81,15.1,0,5,270,1,N 
14-10-2017,24.8,32.8,28.3,79,0,1.1,4,220,1,N 
15-10-2017,25,33.4,28.8,77,0,2.8,5,250,2,N 
16-10-2017,23.9,31.2,27.5,84,7.4,8.4,5,200,2,N 
17-10-2017,25,33.8,29.3,74,0,,5,240,2,N 
18-10-2017,25.2,34.6,29.8,75,0,8.4,4,60,1,N 
19-10-2017,25.1,33,28.5,77,0,9.2,4,270,0,N 
20-10-2017,25.1,34.2,29.5,71,,3.3,4,270,1,N 
21-10-2017,26.2,32.7,29,80,0,2.8,5,170,1,N 
22-10-2017,24.6,32,27.6,85,1.1,2.4,6,190,2,N 
23-10-2017,,,27.4,84,8888,6.4,4,310,1,N 
24-10-2017,24.8,31,26.2,90,8888,0.4,3,210,0,N 
25-10-2017,24.2,32.4,28.2,81,15.4,2.6,4,50,1,N 
26-10-2017,,33,28.5,80,,,5,190,1,N 
27-10-2017,25.4,31.2,27.2,85,0,5,5,220,1,N 
28-10-2017,24.5,33.2,28.6,76,0,2.8,5,230,1,N 
29-10-2017,24.8,34.5,27,84,0,8.7,4,200,1,N 
30-10-2017,24.7,28.7,26.9,85,1.4,4.5,6,240,1,N 
31-10-2017,25.2,28.2,25.3,94,5.3,0.5,6,270,1,N 
